rank,name,streamers,viewers
1,Mamon King,2,55049
2,Apex Legends,4,7534
3,Just Chatting,6,6975
4,Teamfight Tactics,6,6734
5,League of Legends,8,6097
6,Super Meat Boy 3D,1,6022
7,Street Fighter 6,7,5764
8,VALORANT,8,5532
9,Minecraft,2,5402
10,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,5309
11,Overwatch 2,7,3288
12,ARC Raiders,6,2048
13,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,3,1873
14,Mahou Shoujo no Majo Saiban,1,1689
15,,3,1479
16,Pokémon Legends: Z-A,2,1097
17,Escape from Tarkov,2,1066
18,Kirby Air Riders,3,951
19,Grand Theft Auto V,2,622
20,Zenless Zone Zero,1,511
21, SEKIRO: SHADOWS DIE TWICE,1,440
22,Stardew Valley,1,412
23,World of Tanks,1,409
24,ELDEN RING NIGHTREIGN,2,342
25,Pawafuru Puroyakyu 2024-2025,1,320
26,Black Desert,1,304
27,PowerWash Simulator,1,274
28,DriveCrazy,1,254
29,Animal Crossing: New Horizons,1,245
30,Among Us 3D: VR,1,236
31,Arena Breakout: Infinite,1,214
32,Shadowverse: Worlds Beyond,1,203
33,Battlefield 6,1,192
34,PUBG: BATTLEGROUNDS,1,192
35,Dying Light: The Beast,1,164
36,Dead by Daylight,1,164
37,Retro,1,159
38,PUBG: Black Budget,1,154
39,Jinro Metropolis,1,140
40,"Animals, Aquariums, and Zoos",1,131
