rank,name,streamers,viewers
1,VALORANT,215,9343
2,Escape from Tarkov,149,8536
3,ARC Raiders,122,7966
4,Just Chatting,123,6934
5,Street Fighter 6,76,3809
6,R.E.P.O.,18,3168
7,Dragon Quest I & II HD-2D Remake,11,2864
8,League of Legends,110,2745
9,Apex Legends,286,2726
10,ASMR,21,2185
11,Overwatch 2,92,1471
12,Grand Theft Auto V,124,1215
13,EA Sports FC 26,8,972
14,PEAK,6,941
15,Teamfight Tactics,20,854
16,OCTOPATH TRAVELER 0,8,748
17,ELDEN RING NIGHTREIGN,55,714
18,Suika Game Planet,1,711
19,FINAL FANTASY XIV ONLINE,43,690
20,Honkai: Star Rail,8,634
21,Dead by Daylight,46,588
22,Tom Clancy's Rainbow Six Siege X,13,536
23,Monster Hunter Wilds,73,448
24,Blue Protocol: Star Resonance,38,447
25,Raft,5,410
26,ICARUS,1,385
27,Ghost of Yōtei,3,377
28,Art,22,358
29,Rust,39,334
30,Black Desert,7,329
31,Genshin Impact,30,308
32,IRL,4,267
33,ARK: Survival Ascended,16,259
34,Super Smash Bros. Ultimate,7,248
35,Minecraft,45,231
36,UNDERTALE,1,221
37,Dark and Darker,8,214
38,Shadowverse: Worlds Beyond,14,190
39,Amagami,1,187
40,Pokémon Legends: Z-A,17,183
41,Retro,8,171
42,Dungeon ni Seisoku Da!,1,165
43,World of Tanks,8,164
44,"Animals, Aquariums, and Zoos",5,141
45,Monster Hunter Generations Ultimate,1,140
46,INAZUMA ELEVEN: Victory Road,16,136
47,Party Animals,1,135
48,Path of Exile 2,16,130
49,The Legend of Zelda: The Wind Waker,2,126
50,FINAL FANTASY VIII Remastered,3,124
