rank,name,streamers,viewers
1,Street Fighter 6,143,56150
2,Just Chatting,105,24962
3,Escape from Tarkov,161,17066
4,VALORANT,218,10825
5,Teamfight Tactics,28,3549
6,Overwatch 2,111,3266
7,League of Legends,94,3249
8,ARC Raiders,82,3130
9,Apex Legends,299,2388
10,ELDEN RING NIGHTREIGN,36,1897
11,Special Events,5,1720
12,FINAL FANTASY XIV ONLINE,73,1165
13,GODDESS OF VICTORY: NIKKE,1,1019
14,Genshin Impact,30,914
15,Hearthstone,2,913
16,Blue Protocol: Star Resonance,51,870
17,ROBLOX,1,787
18,Dead by Daylight,61,764
19,Black Desert,14,623
20,7 Days to Die,11,561
21,Monster Hunter Wilds,74,537
22,Path of Exile 2,33,531
23,Art,29,476
24,Pokémon Legends: Z-A,22,444
25,Eternal Return,7,436
26,Tom Clancy's The Division 2,9,397
27,Amagami,17,387
28,Battlefield 6,16,383
29,IRL,3,367
30,Super Smash Bros. Ultimate,3,351
31,FINAL FANTASY X,1,334
32,Retro,10,319
33,Dark and Darker,4,318
34,Minecraft,23,307
35,Music,11,261
36,Fortnite,28,256
37,World of Tanks,6,227
38,I'm on Observation Duty 8,1,222
39,Tom Clancy's Rainbow Six Siege X,20,211
40,Japan Stigmatized Property,1,203
41,ORDER 13,1,166
42,"Animals, Aquariums, and Zoos",3,163
43,Grand Theft Auto V,20,159
44,Honkai: Star Rail,7,149
45,Always On,3,147
46,Splatoon 3,25,146
47,Rust,21,137
48,R.E.P.O.,23,136
49,Dragon Quest Builders 2,2,134
50,Suika Game Planet,5,132
