rank,name,streamers,viewers
1,Escape from Tarkov,132,14222
2,Dragon Quest Monsters: Terry no Wonderland SP,1,8484
3,VALORANT,268,7661
4,ARC Raiders,119,3532
5,Just Chatting,122,3519
6,League of Legends,111,3266
7,Dragon Quest I & II HD-2D Remake,6,2976
8,Apex Legends,239,2351
9,Street Fighter 6,74,2031
10,ELDEN RING NIGHTREIGN,46,1986
11,FINAL FANTASY XIV ONLINE,130,1667
12,ASMR,18,1614
13,Grand Theft Auto V,84,1340
14,Overwatch 2,91,1223
15,Monster Hunter Wilds,122,988
16,Clair Obscur: Expedition 33,2,843
17,Teamfight Tactics,24,724
18,Hearthstone,3,692
19,SILENT HILL ƒ,7,691
20,Dead by Daylight,68,680
21,OCTOPATH TRAVELER 0,6,617
22,Minecraft,47,588
23,Art,28,532
24,EA Sports FC 26,4,531
25,Raft,9,418
26,Music,6,339
27,Rhythm Doctor,1,330
28,Dark Souls: Remastered,5,325
29,Black Desert,9,268
30,Marvel Rivals,19,261
31,World of Tanks,6,247
32,Genshin Impact,30,239
33,Pokémon Legends: Z-A,17,234
34,Retro,6,228
35,The Legend of Zelda: Breath of the Wild,3,226
36,7 Days to Die,7,211
37,Dark and Darker,5,194
38,Pogostuck: Rage With Your Friends,5,168
39,Kirby Air Riders,2,167
40,"Animals, Aquariums, and Zoos",4,160
41,Animal Crossing: New Horizons,8,146
42,INAZUMA ELEVEN: Victory Road,11,140
43,Path of Exile 2,20,139
44,Wuthering Waves,8,139
45,FINAL FANTASY VIII Remastered,1,126
46,PUBG: BATTLEGROUNDS,7,114
47,Strinova,6,110
48,Tom Clancy's Rainbow Six Siege X,15,110
49,Fushigi no Dungeon: Fuurai no Shiren 2 - Oni Shuurai! Shiren-jou!,1,108
50,Jinro Metropolis,2,104
