rank,name,streamers,viewers
1,Just Chatting,149,26745
2,Escape from Tarkov,121,23835
3,VALORANT,212,11461
4,Apex Legends,284,10877
5,ARC Raiders,101,9924
6,Street Fighter 6,98,7300
7,Overwatch 2,102,7191
8,ASMR,10,5758
9,R.E.P.O.,24,5468
10,League of Legends,122,3387
11,Pokémon Legends: Z-A,17,3348
12,Dragon Quest I & II HD-2D Remake,10,3141
13,ELDEN RING NIGHTREIGN,48,2494
14,Dead by Daylight,81,1574
15,PEAK,8,1407
16,Genshin Impact,30,1170
17,FINAL FANTASY XIV ONLINE,66,1155
18,Grand Theft Auto V,59,1121
19,Teamfight Tactics,19,994
20,Minecraft,49,933
21,Suika Game Planet,3,925
22,Black Desert,11,862
23,Monster Hunter Wilds,89,825
24,Path of Exile 2,10,806
25,Blue Protocol: Star Resonance,38,801
26,INAZUMA ELEVEN: Victory Road,13,787
27,Rust,32,754
28,Voice Mimicry Show,2,735
29,Agreeee,1,548
30,Art,23,548
31,EA Sports FC 26,6,526
32,Raft,6,495
33,OCTOPATH TRAVELER 0,3,454
34,Shadowverse: Worlds Beyond,12,380
35,ARK: Survival Ascended,17,369
36,Vanquish,1,348
37,Hearthstone,2,336
38,Super Smash Bros. Ultimate,7,324
39,Splatoon 3,18,310
40,Fortnite,22,306
41,Marvel Rivals,19,285
42,Music,5,267
43,Yakuza 0,2,263
44,Judgment,1,223
45,Jinro Metropolis,4,216
46,Strinova,7,215
47,IRL,2,212
48,Amagami,2,202
49,UNDERTALE,1,202
50,Battlefield 6,12,181
