rank,name,streamers,viewers
1,Alchemy Factory,10,6090
2,Just Chatting,93,4252
3,PUBG: Black Budget,3,3210
4,Mamon King,12,2899
5,Overwatch 2,98,2870
6,League of Legends,100,2593
7,Escape from Tarkov,166,2481
8,Apex Legends,315,2315
9,VALORANT,222,1947
10,Teamfight Tactics,33,1195
11,ARC Raiders,103,1073
12,Path of Exile 2,46,1049
13,Street Fighter 6,60,871
14,Dead by Daylight,70,786
15,Black Desert,15,702
16,FINAL FANTASY XIV ONLINE,45,685
17,ASMR,14,572
18,Super Mario World,2,546
19,Agreeee,1,535
20,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,2,489
21,Eternal Return,6,469
22,ELDEN RING NIGHTREIGN,54,455
23,Splatoon 3,37,454
24,Art,28,428
25,Dragon Quest III: The Seeds of Salvation,2,375
26,The Legend of Zelda: Breath of the Wild,4,338
27,Hearthstone,3,325
28,ARK: Survival Ascended,9,297
29,2XKO,1,290
30,Shadowverse: Worlds Beyond,12,252
31,Fortnite,42,250
32,Rust,11,244
33,Pokémon Legends: Z-A,37,211
34,Hogwarts Legacy,21,205
35,Gunfire Reborn,1,202
36,Animal Crossing: New Horizons,10,200
37,Retro,8,189
38,Monster Hunter Wilds,35,188
39,World of Tanks,10,187
40,Genshin Impact,33,185
41,Marvel Rivals,13,183
42,Dragon Quest I & II HD-2D Remake,8,180
43,I'm on Observation Duty 8,1,179
44,INAZUMA ELEVEN: Victory Road,13,173
45,Dark and Darker,3,167
46,Grand Theft Auto V,34,160
47,Always On,3,144
48,Mega Man 7,1,143
49,Gran Turismo 7,4,134
50,Minecraft,33,125
