rank,name,streamers,viewers
1,Escape from Tarkov,147,32334
2,Apex Legends,318,8107
3,Street Fighter 6,71,5951
4,ARC Raiders,92,5285
5,Mamon King,2,4970
6,Mamon King,2,4788
7,Just Chatting,128,4563
8,League of Legends,116,4124
9,VALORANT,256,3714
10,Jinro Metropolis,1,2272
11,DON'T SCREAM TOGETHER,2,2179
12,Overwatch 2,100,1827
13,ASMR,10,1758
14,SILENT HILL ƒ,5,1649
15,Persona 5 Royal,7,1515
16,Minecraft,39,1339
17,Grand Theft Auto V,81,1084
18,Teamfight Tactics,32,1072
19,Hearthstone,2,1040
20,FINAL FANTASY XIV ONLINE,53,964
21,Monster Hunter Wilds,65,935
22,Blue Protocol: Star Resonance,44,621
23,Dead by Daylight,60,612
24,Super Smash Bros. Ultimate,8,595
25,R.E.P.O.,25,563
26,Black Desert,15,458
27,Rust,39,426
28,Full Metal Schoolgirl,1,415
29,Dark and Darker,11,405
30,ELDEN RING NIGHTREIGN,35,398
31,Art,23,376
32,ICARUS,3,352
33,Pokémon Legends: Z-A,20,349
34,Eternal Return,7,349
35,Animal Crossing: New Horizons,5,332
36,Retro,16,321
37,Detroit: Become Human,4,310
38,Marvel Rivals,12,293
39,Mario Kart World,3,274
40,Genshin Impact,24,242
41,Music,9,214
42,7 Days to Die,20,207
43,IRL,1,204
44,Shadowverse: Worlds Beyond,18,202
45,EA Sports FC 26,2,184
46,Dragon Quest I & II HD-2D Remake,9,170
47,Hogwarts Legacy,12,166
48,Momotaro Dentetsu World: Chikyuu ha Kibou de Mawatteru!,4,155
49,Kirby Air Riders,3,141
50,Tom Clancy's Rainbow Six Siege X,11,137
