rank,name,streamers,viewers
1,League of Legends,45,3143
2,Street Fighter 6,31,2431
3,ARC Raiders,57,2300
4,ELDEN RING NIGHTREIGN,21,2022
5,Persona 5 Royal,4,1941
6,Jinro Metropolis,1,1909
7,Escape from Tarkov,67,1713
8,Overwatch 2,49,1413
9,ASMR,18,1117
10,VALORANT,111,1100
11,Just Chatting,61,935
12,Apex Legends,147,823
13,Hearthstone,3,662
14,Dead by Daylight,25,560
15,Blue Protocol: Star Resonance,26,543
16,FINAL FANTASY XIV ONLINE,29,507
17,Art,17,463
18,Dark and Darker,6,388
19,Super Smash Bros. Ultimate,2,271
20,Black Desert,6,270
21,Teamfight Tactics,10,255
22,Always On,4,233
23,Monster Hunter Wilds,43,198
24,Marvel Rivals,6,197
25,Honkai: Star Rail,6,180
26,Dungeon ni Seisoku Da!,1,176
27,Retro,3,175
28,Path of Exile 2,10,161
29,Minecraft,24,160
30,Music,2,150
31,Dragon Quest I & II HD-2D Remake,4,144
32,"Animals, Aquariums, and Zoos",4,136
33,Grand Theft Auto V,19,123
34,Steam,1,111
35,Spell Tonaeru,1,110
36,Special Events,1,105
37,Diablo IV,4,105
38,The Legend of Zelda: The Wind Waker,1,90
39,World of Tanks,2,85
40,Rust,17,79
41,Pokémon Legends: Z-A,10,75
42,Cast n Chill,1,74
43,The Elder Scrolls V: Skyrim - Special Edition,3,66
44,7 Days to Die,8,62
45,Shadowverse: Worlds Beyond,6,61
46,Super Robot Taisen T,1,59
47,Genshin Impact,9,59
48,Fushigi no Dungeon 2: Fuurai no Shiren,1,58
49,IRL,2,57
50,R.E.P.O.,10,57
