rank,name,streamers,viewers
1,Just Chatting,95,10720
2,League of Legends,78,6481
3,VALORANT,224,3732
4,Apex Legends,303,3647
5,Teamfight Tactics,28,3617
6,Persona 5 Royal,6,2711
7,Escape from Tarkov,127,2100
8,My Card Is Better Than Your Card!,1,1701
9,PGA TOUR 2K25,1,1655
10,Overwatch 2,93,1143
11,ARC Raiders,96,872
12,FINAL FANTASY XIV ONLINE,51,830
13,Blue Protocol: Star Resonance,46,740
14,Sonic Racing: CrossWorlds,4,664
15,Street Fighter 6,67,652
16,Dead by Daylight,77,618
17,Monster Hunter Wilds,95,563
18,ASMR,15,544
19,Path of Exile 2,36,536
20,Hearthstone,3,535
21,Retro,10,467
22,Dark and Darker,11,452
23,Rust,16,405
24,Black Desert,13,371
25,Bread & Fred,1,355
26,ELDEN RING NIGHTREIGN,31,349
27,Backpack Battles,6,274
28,Art,22,270
29,IRL,6,235
30,Jinro Metropolis,2,234
31,Animal Crossing: New Horizons,7,209
32,Shadowverse: Worlds Beyond,8,199
33,Diablo IV,5,196
34,Special Events,2,193
35,Dragon Quest I & II HD-2D Remake,11,191
36,Marvel Rivals,12,188
37,Genshin Impact,30,186
38,"Animals, Aquariums, and Zoos",4,164
39,World of Tanks,4,155
40,Always On,4,146
41,DARK SOULS III,4,142
42,Honkai: Star Rail,8,126
43,Kusoge,1,121
44,FINAL FANTASY VIII,2,120
45,Stardew Valley,2,117
46,Fortnite,28,115
47,Minecraft,34,115
48,World of Warships,6,115
49,The Legend of Zelda: The Wind Waker,1,114
50,Splatoon 3,13,114
