rank,name,streamers,viewers
1,Street Fighter 6,78,48754
2,Escape from Tarkov,137,15194
3,VALORANT,232,11870
4,Just Chatting,100,10821
5,Gran Turismo 7,3,4539
6,Animal Crossing: New Horizons,7,3734
7,MapleStory,9,3732
8,Teamfight Tactics,45,3329
9,League of Legends,106,3202
10,Apex Legends,260,2555
11,Special Events,4,1876
12,Overwatch 2,93,1720
13,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,5,1624
14,Dead by Daylight,71,1472
15,Genshin Impact,37,1091
16,ARC Raiders,85,1090
17,FINAL FANTASY XIV ONLINE,59,1042
18,Hearthstone,7,1041
19,DJs,6,807
20,Black Desert,12,745
21,Blue Protocol: Star Resonance,46,613
22,ASMR,13,604
23,Eternal Return,14,596
24,Monster Hunter Wilds,75,557
25,Path of Exile 2,25,533
26,Pokémon Legends: Z-A,20,499
27,Art,27,462
28,Amagami,16,431
29,Snowbreak: Containment Zone,1,384
30,ELDEN RING NIGHTREIGN,28,384
31,Music,30,359
32,Minecraft,39,336
33,Resident Evil 2,3,326
34,Dark and Darker,4,317
35,IRL,5,310
36,Retro,8,308
37,Umamusume: Pretty Derby,2,291
38,Taiko no Tatsujin: Rhythm Festival,3,271
39,Grand Theft Auto V,51,258
40,ORDER 13,1,254
41,World of Tanks,7,249
42,Kemono Teatime,2,236
43,ARK: Survival Ascended,20,235
44,Tom Clancy's Rainbow Six Siege X,30,226
45,Tom Clancy's The Division 2,5,218
46,Rust,23,203
47,Splatoon 3,22,201
48,Honkai: Star Rail,12,187
49,"Animals, Aquariums, and Zoos",4,172
50,Strinova,6,167
