rank,name,streamers,viewers
1,League of Legends,132,16700
2,Street Fighter 6,92,9446
3,Just Chatting,106,7572
4,VALORANT,251,5591
5,ARC Raiders,105,4927
6,Resident Evil 2,1,3955
7,Escape from Tarkov,157,2703
8,Mamon King,17,2657
9,Minecraft,32,2515
10,Apex Legends,334,2427
11,Teamfight Tactics,24,1949
12,Overwatch 2,135,1695
13,Dead by Daylight,63,1236
14,Mario Kart World,4,963
15,Hearthstone,2,876
16,FINAL FANTASY XIV ONLINE,66,799
17,Art,29,781
18,7 Days to Die,9,651
19,ASMR,17,635
20,Monster Hunter Wilds,104,631
21,Black Desert,8,426
22,Path of Exile 2,27,409
23,Shadowverse: Worlds Beyond,9,361
24,Music,14,322
25,Deviation Game,3,304
26,Pokémon Legends: Z-A,17,295
27,Retro,14,295
28,Tom Clancy's The Division 2,6,264
29,Honkai: Star Rail,46,264
30,SILENT HILL ƒ,3,249
31,Food & Drink,4,244
32,World of Tanks,6,215
33,Always On,6,209
34,Dark and Darker,1,199
35,ELDEN RING NIGHTREIGN,15,197
36,Jinro Metropolis,2,195
37,IRL,4,176
38,Genshin Impact,23,176
39,Backpack Battles,1,148
40,Mahjong Soul,4,144
41,Strinova,8,135
42,Rust,10,133
43,Fortnite,32,127
44,MapleStory,5,114
45,Tom Clancy's Rainbow Six Siege X,13,113
46,Marvel Rivals,13,106
47,Super Mario 64,2,101
48,Splatoon 3,20,101
49,R.E.P.O.,14,94
50,World of Warships,1,93
