rank,name,streamers,viewers
1,Escape from Tarkov,132,9594
2,ELDEN RING NIGHTREIGN,39,8539
3,Just Chatting,123,8459
4,Teamfight Tactics,28,7230
5,Street Fighter 6,75,6832
6,ARC Raiders,101,5748
7,VALORANT,228,3867
8,Mamon King,2,3715
9,League of Legends,123,3360
10,Apex Legends,336,2500
11,Jinro Metropolis,1,2484
12,ASMR,12,2153
13,Overwatch 2,114,2087
14,UNDERTALE,3,1910
15,Retro,5,1430
16,Suika Game,1,1115
17,Dead by Daylight,73,1037
18,Clair Obscur: Expedition 33,6,982
19,FINAL FANTASY XIV ONLINE,61,979
20,Grand Theft Auto V,102,910
21,ARK: Survival Ascended,17,893
22,Hogwarts Legacy,14,851
23,OCTOPATH TRAVELER 0,8,807
24,Path of Exile 2,30,726
25,Pokémon Legends: Z-A,36,718
26,Art,33,669
27,HANEHOLO!,1,621
28,Mamon King,10,564
29,ZAKO NO AHIRU,2,513
30,EA Sports FC 26,3,509
31,Minecraft,64,483
32,Super Smash Bros. Ultimate,8,417
33,VRChat,4,413
34,Black Desert,7,359
35,Rust,16,324
36,Splatoon 3,35,321
37,Eternal Return,10,294
38,Music,8,285
39,7 Days to Die,18,281
40,Hearthstone,3,235
41,Shadowverse: Worlds Beyond,8,234
42,Genshin Impact,21,223
43,MIMESIS,13,222
44,Dark and Darker,5,205
45,Wuthering Waves,12,197
46,Escape from Duckov,10,190
47,R.E.P.O.,25,186
48,Monster Hunter Wilds,36,168
49,Kirby Air Riders,5,160
50,Fushigi no Dungeon: Fuurai no Shiren 2 - Oni Shuurai! Shiren-jou!,1,157
