rank,name,streamers,viewers
1,Just Chatting,123,58635
2,Street Fighter 6,94,26781
3,Escape from Tarkov,114,22377
4,Cloverpit,1,12970
5,League of Legends,142,9401
6,ARC Raiders,87,8888
7,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,6786
8,VALORANT,199,6309
9,MIMESIS,8,5673
10,Teamfight Tactics,21,5460
11,Eternal Return,18,4928
12,Apex Legends,337,4889
13,Overwatch 2,108,4374
14,Rhythm Doctor,2,2769
15,Dead by Daylight,81,1769
16,Riichi City,2,1463
17,Minecraft,46,1233
18,PUBG: BATTLEGROUNDS,50,1099
19,Clair Obscur: Expedition 33,8,1069
20,Mamon King,18,923
21,FINAL FANTASY XIV ONLINE,48,910
22,Path of Exile 2,25,894
23,Art,32,866
24,Black Desert,12,855
25,ELDEN RING NIGHTREIGN,48,766
26,Retro,16,689
27,Pokémon Legends: Z-A,27,660
28,SILENT HILL ƒ,4,596
29,ZAKO NO AHIRU,1,594
30,Grand Theft Auto V,42,501
31,Dragon Quest III: The Seeds of Salvation,1,437
32,DJs,6,428
33,Stardew Valley,4,428
34,Rust,25,425
35,Shadowverse: Worlds Beyond,10,413
36,Fortnite,31,365
37,Agreeee,11,353
38,Special Events,4,330
39,Karaoke Joysound for Streamer,1,329
40,7 Days to Die,6,329
41,Splatoon 3,36,327
42,Monster Hunter Wilds,31,297
43,Hearthstone,5,291
44,Dark and Darker,4,286
45,Animal Crossing: New Horizons,4,279
46,World of Tanks,10,276
47,Marvel Rivals,19,275
48,osu!,10,262
49,Genshin Impact,26,259
50,Mahjong Soul,8,257
