rank,name,streamers,viewers
1,League of Legends,141,37630
2,Just Chatting,92,27635
3,ARC Raiders,139,6297
4,Apex Legends,315,5181
5,Street Fighter 6,91,5133
6,VALORANT,243,4894
7,Escape from Tarkov,143,3558
8,Teamfight Tactics,19,1647
9,Hearthstone,2,1120
10,Overwatch 2,106,1063
11,FINAL FANTASY XIV ONLINE,50,982
12,Fire Emblem: Three Houses,3,896
13,Art,44,789
14,ELDEN RING NIGHTREIGN,35,700
15,Monster Hunter Wilds,84,617
16,Blue Protocol: Star Resonance,49,609
17,Alchemy Factory,7,599
18,Dead by Daylight,50,562
19,Black Desert,11,558
20,Tom Clancy's Rainbow Six Siege X,14,494
21,Minecraft,48,392
22,beatmania IIDX INFINITAS,7,292
23,Path of Exile 2,18,284
24,Detroit: Become Human,3,260
25,Retro,11,252
26,Clock Tower II: The Struggle Within,1,250
27,Grand Theft Auto V,34,240
28,Shadowverse: Worlds Beyond,12,235
29,INAZUMA ELEVEN: Victory Road,10,224
30,Honkai: Star Rail,14,216
31,"Animals, Aquariums, and Zoos",7,213
32,Genshin Impact,29,205
33,World of Tanks,6,187
34,Dark and Darker,3,187
35,ARK: Survival Ascended,9,169
36,Backpack Battles,4,169
37,Always On,4,162
38,Delta Force,21,151
39,7 Days to Die,11,151
40,Music,8,136
41,Rust,19,130
42,MapleStory,6,115
43,The Legend of Zelda: The Wind Waker,1,114
44,Super Mario 64,3,113
45,Fortnite,16,112
46,Resident Evil 4,2,110
47,Gunner-chan!,1,105
48,IRL,4,105
49,Dragon Quest I & II HD-2D Remake,14,103
50,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,5,103
