rank,name,streamers,viewers
1,Escape from Tarkov,78,4590
2,VALORANT,94,2364
3,League of Legends,56,1635
4,Just Chatting,50,1445
5,Apex Legends,136,1104
6,Teamfight Tactics,18,1066
7,Street Fighter 6,31,1009
8,ARC Raiders,47,859
9,Overwatch 2,45,816
10,Dragon Ball FighterZ,1,787
11,Hearthstone,4,442
12,Path of Exile 2,33,386
13,Art,18,369
14,IRL,4,365
15,FINAL FANTASY XIV ONLINE,22,331
16,Raft,1,270
17,Genshin Impact,14,238
18,Dead by Daylight,33,227
19,Marvel Rivals,12,208
20,Monster Hunter Wilds,21,193
21,Shadowverse: Worlds Beyond,5,179
22,ELDEN RING NIGHTREIGN,19,179
23,ASMR,14,176
24,Metaphor: ReFantazio,1,174
25,Retro,5,167
26,Minecraft,26,164
27,Super Mario World,1,151
28,"Animals, Aquariums, and Zoos",4,144
29,Black Desert,6,143
30,Fortnite,32,137
31,Linda³ Kanzenban,1,132
32,Diablo IV,4,123
33,Always On,4,119
34,7 Days to Die,6,111
35,Splatoon 3,10,110
36,Animal Crossing: New Horizons,3,107
37,Games + Demos,4,91
38,Dark and Darker,1,91
39,Eternal Return,6,84
40,Pokémon Legends: Z-A,9,75
41,Music,8,72
42,Dragon Quest I & II HD-2D Remake,3,70
43,Beautiful Katamari,1,62
44,The Legend of Zelda: A Link Between Worlds,2,60
45,PowerWash Simulator,1,60
46,A taste of home,1,57
47,ARK: Survival Ascended,3,56
48,Honkai: Star Rail,2,56
49,FINAL FANTASY XVI,2,50
50,Rust,7,50
