rank,name,streamers,viewers
1,Just Chatting,143,31632
2,VALORANT,200,17479
3,Escape from Tarkov,153,15664
4,Promise Mascot Agency,1,11444
5,Street Fighter 6,100,6698
6,Shadowverse: Worlds Beyond,20,4322
7,Apex Legends,263,3316
8,Mamon King,2,3279
9,ARC Raiders,137,2984
10,Agreeee,2,2424
11,Overwatch 2,94,1595
12,League of Legends,89,1587
13,Teamfight Tactics,18,995
14,FINAL FANTASY XIV ONLINE,50,835
15,Black Desert,18,823
16,Doraemon: Nobita to Fukkatsu no Hoshi,1,763
17,Eternal Return,10,726
18,Art,32,688
19,Genshin Impact,61,658
20,Dead by Daylight,54,653
21,Sonic Racing: CrossWorlds,1,609
22,Blue Protocol: Star Resonance,31,607
23,Path of Exile 2,16,552
24,Dark and Darker,14,548
25,Kareshi no Mawari ni itara Iya na Onna Tomodachi wo Kobushi de Wakaraseru Game,1,529
26,ELDEN RING NIGHTREIGN,40,516
27,Pokémon Ruby/Sapphire,1,514
28,Retro,11,447
29,Music,24,445
30,Rust,27,426
31,Monster Hunter Wilds,63,336
32,World of Tanks,12,292
33,Minecraft,34,287
34,Jinro Metropolis,2,265
35,Momotaro Dentetsu World: Chikyuu ha Kibou de Mawatteru!,4,262
36,Super Smash Bros. Ultimate,3,248
37,DJs,5,247
38,ARK: Survival Ascended,14,247
39,IRL,7,236
40,Death Forest Abyss,1,233
41,INAZUMA ELEVEN: Victory Road,13,231
42,Romancing SaGa 3,2,230
43,Always On,4,214
44,Hearthstone,2,197
45,Grand Theft Auto V,42,195
46,Fortnite,25,190
47,7 Days to Die,14,188
48,Tom Clancy's Rainbow Six Siege X,12,186
49,Super High Ball: Pinball Platformer,1,179
50,Japan Stigmatized Property,5,139
