rank,name,streamers,viewers
1,Escape from Tarkov,8,15062
2,VALORANT,14,14961
3,League of Legends,13,10195
4,Mamon King,5,7174
5,Street Fighter 6,4,2853
6,ARC Raiders,7,2845
7,Overwatch 2,7,1787
8,Just Chatting,5,1725
9,Teamfight Tactics,2,1012
10,Hearthstone,1,989
11,World of Tanks,2,833
12,SOUND VOLTEX EXCEED GEAR,1,608
13,Apex Legends,2,473
14,Black Desert,2,418
15,Art,3,330
16,Dead by Daylight,2,315
17,Retro,2,288
18,Dragon Quest I & II HD-2D Remake,1,282
19,ELDEN RING NIGHTREIGN,2,253
20,Pokémon Legends: Z-A,1,215
21,Dark and Darker,1,206
22,Tom Clancy's Rainbow Six Siege X,1,174
23,Super Mario 64,1,159
24,"Animals, Aquariums, and Zoos",1,152
25,Shadowverse: Worlds Beyond,1,149
26,Rust,1,147
27,"Warhammer 40,000: Darktide",1,138
28,Arena Breakout: Infinite,1,134
29,Eternal Return,1,130
30,Mess Adventures,1,123
31,,1,121
32,Mario Kart World,1,111
33,IRL,1,105
34,Minecraft,1,101
35,World of Warships,1,92
36,ASMR,1,79
