rank,name,streamers,viewers
1,League of Legends,134,29134
2,Just Chatting,96,21844
3,Escape from Tarkov,150,7275
4,Apex Legends,336,3729
5,Monster Hunter Wilds,68,3614
6,Overwatch 2,98,2487
7,VALORANT,242,2102
8,Teamfight Tactics,23,1882
9,ARC Raiders,86,1856
10,Street Fighter 6,65,1204
11,Hearthstone,2,1173
12,Art,46,1146
13,Japan Stigmatized Property 2,1,1034
14,Blue Protocol: Star Resonance,47,877
15,Fire Emblem: Three Houses,2,830
16,FINAL FANTASY XIV ONLINE,60,721
17,Dead by Daylight,68,680
18,ROBLOX,3,659
19,Super Mario Maker 2,2,514
20,ELDEN RING NIGHTREIGN,45,491
21,Tom Clancy's Rainbow Six Siege X,6,365
22,Black Desert,9,335
23,Detroit: Become Human,3,311
24,Minecraft,44,283
25,My Little Puppy,1,281
26,World of Tanks,7,280
27,"Animals, Aquariums, and Zoos",5,277
28,Path of Exile 2,22,246
29,beatmania IIDX INFINITAS,3,244
30,IRL,4,244
31,Super Smash Bros. Ultimate,7,240
32,7 Days to Die,11,219
33,Dark and Darker,5,195
34,Backpack Battles,4,185
35,Genshin Impact,24,173
36,Always On,5,169
37,Shadowverse: Worlds Beyond,9,146
38,Don't Starve Together,2,143
39,Grand Theft Auto V,16,143
40,Retro,15,135
41,R.E.P.O.,17,120
42,Dragon Quest Builders 2,2,118
43,Cloverpit,1,113
44,SILENT HILL ƒ,6,109
45,Dragon Quest I & II HD-2D Remake,6,104
46,Fortnite,29,104
47,Special Events,1,103
48,The Legend of Zelda: The Wind Waker,4,98
49,Resident Evil 4,1,96
50,Pokémon Legends: Z-A,23,94
