rank,name,streamers,viewers
1,League of Legends,135,42389
2,Yakuza Kiwami 2,1,36790
3,Street Fighter 6,101,17340
4,Just Chatting,147,12352
5,VALORANT,269,10842
6,Grand Theft Auto V,45,8570
7,Dragon Quest Monsters: Terry no Wonderland SP,1,8546
8,Overwatch 2,116,5568
9,Deviation Game,8,5480
10,ARC Raiders,65,4633
11,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,4246
12,Apex Legends,229,3953
13,Escape from Tarkov,104,3628
14,ELDEN RING NIGHTREIGN,45,2894
15,Minecraft,43,2780
16,Shogi,2,2592
17,Mamon King,4,2281
18,Dead by Daylight,92,1614
19,Black Desert,15,1606
20,MapleStory,5,1494
21,Teamfight Tactics,22,1444
22,Blue Protocol: Star Resonance,58,1283
23,FINAL FANTASY XIV ONLINE,77,1263
24,Agreeee,6,1255
25,PEAK,14,1135
26,MIMESIS,16,1104
27,Special Events,4,1063
28,PAYDAY 3,3,1059
29,Platform 6 Online,3,1008
30,Hogwarts Legacy,11,971
31,Amagami,1,970
32,Path of Exile 2,15,861
33,Monster Hunter Wilds,65,829
34,Retro,18,811
35,Resident Evil Zero,1,769
36,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,3,744
37,Snowbreak: Containment Zone,4,740
38,R.E.P.O.,36,643
39,Splatoon 3,25,583
40,Gloomy Eyes,1,576
41,Art,19,557
42,Japan Stigmatized Property,15,552
43,Delta Force,14,527
44,Shadowverse: Worlds Beyond,11,523
45,Pomegranate Housing Complex,2,442
46,Pokémon Legends: Z-A,20,385
47,DON'T SCREAM TOGETHER,10,332
48,Animal Crossing: New Horizons,12,311
49,Fortnite,23,298
50,Music,16,291
