rank,name,streamers,viewers
1,League of Legends,8,5547
2,Just Chatting,10,4229
3,Escape from Tarkov,8,4185
4,Mamon King,3,3848
5,VALORANT,8,2344
6,Pokémon Legends: Z-A,2,1417
7,Hearthstone,2,891
8,Overwatch 2,5,739
9,ASMR,3,630
10,Teamfight Tactics,1,421
11,Street Fighter 6,2,384
12,Apex Legends,3,383
13,ARC Raiders,4,366
14,Mario Kart World,1,356
15,ELDEN RING NIGHTREIGN,2,322
16,Bits & Bops,1,200
17,Dead by Daylight,2,188
18,World of Tanks,2,183
19,Eternal Return,2,166
20,"Animals, Aquariums, and Zoos",1,154
21,IRL,1,146
22,Tom Clancy's Rainbow Six Siege X,1,140
23,Dark and Darker,2,136
24,The Hole,1,135
25,ARK: Survival Ascended,2,129
26,Jinro Metropolis,1,123
27,Albion Online,1,121
28,,1,116
29,The Legend of Zelda: Skyward Sword,1,113
30,MapleStory,1,104
31,Art,1,100
32,Shadowverse: Worlds Beyond,1,97
33,Minecraft,1,97
34,Genshin Impact,1,97
35,DRAGON QUEST XI S: Echoes of an Elusive Age,1,85
36,Animal Crossing: New Horizons,1,84
37,DARK SOULS III,1,78
38,Always On,1,74
39,Special Events,1,68
40,Mahjong Soul,1,68
41,Resident Evil 4,1,68
42,Beautiful Katamari,1,66
43,The First Descendant,1,65
44,Ōkami HD,1,59
45,Diablo II,1,59
46,FINAL FANTASY XIV ONLINE,1,58
47,Super Mario World,1,56
