rank,name,streamers,viewers
1,League of Legends,71,55514
2,Escape from Tarkov,127,11655
3,Just Chatting,106,6966
4,ARC Raiders,117,3797
5,Overwatch 2,98,3594
6,Street Fighter 6,70,3461
7,VALORANT,252,3037
8,Apex Legends,323,2623
9,Teamfight Tactics,18,1156
10,Agreeee,3,1113
11,Art,45,798
12,Stardew Valley,7,792
13,Fire Emblem: Three Houses,2,761
14,Hearthstone,5,584
15,FINAL FANTASY XIV ONLINE,40,559
16,ELDEN RING NIGHTREIGN,41,503
17,Shadowverse: Worlds Beyond,11,467
18,Dead by Daylight,40,405
19,Blue Protocol: Star Resonance,24,381
20,Dark and Darker,8,365
21,IRL,6,364
22,Black Desert,8,353
23,World of Tanks,8,335
24,7 Days to Die,18,292
25,Monster Hunter Wilds,64,287
26,Path of Exile 2,20,253
27,Raft,2,225
28,Jinro Metropolis,3,220
29,Retro,6,218
30,Minecraft,39,197
31,ASMR,13,177
32,Music,7,168
33,Genshin Impact,27,159
34,Always On,4,146
35,"Animals, Aquariums, and Zoos",5,144
36,Rust,14,131
37,Fortnite,35,129
38,Dragon Quest Builders 2,2,127
39,Hollow Knight,5,124
40,Ninja 外伝 II: The Dark Sword of Chaos,1,122
41,Cloverpit,1,117
42,Super Smash Bros. Ultimate,7,111
43,The Legend of Zelda: The Wind Waker,1,96
44,Strinova,3,93
45,2XKO,2,89
46,World of Warships,4,88
47,Honkai: Star Rail,6,86
48,Eternal Return,2,84
49,Phoenix Wright: Ace Attorney - Dual Destinies,1,80
50,INAZUMA ELEVEN: Victory Road,12,78
