rank,name,streamers,viewers
1,League of Legends,83,61279
2,VALORANT,265,18908
3,Escape from Tarkov,170,14008
4,Microsoft Flight Simulator 2024,1,8122
5,Street Fighter 6,65,5932
6,ARC Raiders,116,3506
7,Apex Legends,331,2895
8,Just Chatting,99,1934
9,Agreeee,1,1609
10,Overwatch 2,119,1563
11,Teamfight Tactics,28,1229
12,Fire Emblem: Three Houses,2,875
13,Art,47,873
14,Eternal Return,14,687
15,ELDEN RING NIGHTREIGN,34,627
16,Blue Protocol: Star Resonance,35,605
17,Restore Your Island,1,551
18,Dead by Daylight,45,472
19,Black Desert,7,468
20,Monster Hunter Wilds,81,441
21,Retro,14,420
22,FINAL FANTASY XIV ONLINE,46,387
23,Path of Exile 2,17,358
24,Shadowverse: Worlds Beyond,7,348
25,World of Tanks,7,250
26,Dragon Quest Builders 2,4,204
27,ARK: Survival Ascended,13,198
28,7 Days to Die,16,192
29,Hearthstone,4,190
30,Music,5,189
31,Genshin Impact,32,186
32,Fortnite,35,183
33,Don't Starve Together,1,182
34,IRL,3,172
35,Minecraft,34,168
36,INAZUMA ELEVEN: Victory Road,13,165
37,Tom Clancy's Rainbow Six Siege X,17,165
38,Marvel Rivals,17,161
39,Food & Drink,4,160
40,Always On,4,159
41,"Animals, Aquariums, and Zoos",5,156
42,Grand Theft Auto V,34,152
43,UNKO TECHNICA,1,137
44,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,4,118
45,The Legend of Zelda: The Wind Waker,1,114
46,Momotaro Dentetsu World: Chikyuu ha Kibou de Mawatteru!,3,112
47,Yakuza 0,2,112
48,ASMR,17,109
49,Wuthering Waves,15,103
50,Rust,8,101
