rank,name,streamers,viewers
1,Escape from Tarkov,89,7772
2,Agreeee,3,2804
3,Teamfight Tactics,17,2747
4,VALORANT,131,2166
5,Apex Legends,142,2043
6,OCTOPATH TRAVELER 0,5,1436
7,ELDEN RING NIGHTREIGN,21,1353
8,Yu-Gi-Oh! Master Duel,3,1322
9,League of Legends,59,1321
10,ARC Raiders,42,1033
11,Dead by Daylight,37,1017
12,Hearthstone,2,1013
13,ASMR,20,972
14,Overwatch 2,51,869
15,Art,19,653
16,Just Chatting,59,579
17,FINAL FANTASY XIV ONLINE,22,522
18,Dark and Darker,4,252
19,Genshin Impact,18,240
20,Street Fighter 6,29,236
21,Shadowverse: Worlds Beyond,2,194
22,Black Desert,5,163
23,Always On,5,157
24,Path of Exile 2,16,153
25,Minecraft,18,150
26,The Nightmare of Druaga: Fushigino Dungeon,1,138
27,Phantasy Star Online Ver. 2,1,138
28,"Animals, Aquariums, and Zoos",4,125
29,World of Tanks,3,125
30,Dark Souls: Remastered,1,123
31,Honkai: Star Rail,4,122
32,FINAL FANTASY VIII Remastered,1,109
33,7 Days to Die,10,97
34,Resident Evil,1,90
35,EA Sports FC 26,1,90
36,Monster Hunter Wilds,21,89
37,Special Events,1,89
38,Persona 4 Golden,1,87
39,ZAKO NO AHIRU,1,84
40,Wuthering Waves,4,76
41,Grand Theft Auto V,12,67
42,Pokémon Legends: Z-A,11,66
43,Mario Kart World,3,59
44,DJs,2,58
45,DayZ,6,58
46,Metaphor: ReFantazio,1,58
47,Mahjong Soul,6,56
48, SEKIRO: SHADOWS DIE TWICE,2,55
49,TEKKEN 8,3,54
50,Kirby Air Riders,3,52
