rank,name,streamers,viewers
1,League of Legends,76,5915
2,Mamon King,6,3888
3,Escape from Tarkov,116,2915
4,Just Chatting,73,2765
5,VALORANT,160,2065
6,Street Fighter 6,41,1954
7,Teamfight Tactics,26,1809
8,Overwatch 2,68,1768
9,Apex Legends,223,1685
10,SILENT HILL ƒ,3,1314
11,ARC Raiders,61,1214
12,Hearthstone,6,835
13,FINAL FANTASY XIV ONLINE,60,812
14,ASMR,16,656
15,Dead by Daylight,62,541
16,Art,35,499
17,Retro,13,383
18,IRL,4,353
19,Path of Exile 2,24,350
20,Monster Hunter Wilds,75,339
21,Ghost of Yōtei,2,310
22,Honkai: Star Rail,28,260
23,Shadowverse: Worlds Beyond,2,222
24,Black Desert,7,220
25,World of Tanks,4,208
26,Dark and Darker,4,205
27,Tom Clancy's The Division 2,11,180
28,Genshin Impact,23,160
29,Marvel Rivals,16,150
30,Always On,4,128
31,Hollow Knight,2,114
32,Animal Crossing: New Horizons,4,109
33,Pokémon Legends: Z-A,13,101
34,Linda³ Kanzenban,1,101
35,ELDEN RING NIGHTREIGN,18,101
36,Beautiful Katamari,1,95
37,Fortnite,16,94
38,Rust,5,93
39,Eternal Return,3,90
40,Kirby Air Riders,2,86
41,Minecraft,22,84
42,Special Events,1,82
43,FINAL FANTASY X,1,82
44,OCTOPATH TRAVELER 0,7,79
45,Splatoon 3,8,76
46,Super Smash Bros. Ultimate,3,68
47,The Conveni 2 - Zenkoku Chain Tenkaida!,1,67
48,Dragon Quest III: The Seeds of Salvation,1,67
49,Makers & Crafting,5,63
50,VRChat,6,61
