rank,name,streamers,viewers
1,Jinro Metropolis,1,2146
2,VALORANT,96,1813
3,Teamfight Tactics,18,1622
4,Just Chatting,63,1576
5,Escape from Tarkov,69,1137
6,ASMR,14,930
7,Blue Protocol: Star Resonance,30,892
8,League of Legends,57,804
9,Apex Legends,123,707
10,ARC Raiders,37,652
11,Dead by Daylight,28,514
12,ELDEN RING NIGHTREIGN,29,488
13,Monster Hunter Wilds,39,435
14,Grand Theft Auto V,19,426
15,FINAL FANTASY TACTICS - The Ivalice Chronicles,2,413
16,Hearthstone,5,395
17,Art,17,358
18,Overwatch 2,52,347
19,Rust,19,337
20,FINAL FANTASY XIV ONLINE,21,319
21,Black Desert,8,291
22,Street Fighter 6,29,235
23,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,165
24,Minecraft,27,161
25,Genshin Impact,18,156
26,IRL,1,153
27,Pokémon Legends: Z-A,5,140
28,FINAL FANTASY VIII Remastered,1,137
29,Dark Souls: Remastered,1,133
30,Mamon King,4,128
31,"Animals, Aquariums, and Zoos",4,119
32,Always On,4,102
33,Metaphor: ReFantazio,1,100
34,7 Days to Die,6,99
35,EA Sports FC 26,4,95
36,ARK: Survival Ascended,8,95
37,Honkai: Star Rail,7,90
38,Splatoon 3,12,88
39,Shadowverse: Worlds Beyond,7,86
40,Tom Clancy's The Division 2,3,82
41,Fortnite,10,81
42,OCTOPATH TRAVELER 0,4,80
43,Backpack Battles,1,74
44,Path of Exile 2,11,70
45,Music,4,69
46,Sakuna: Of Rice and Ruin,2,64
47,TEKKEN 8,2,63
48, SEKIRO: SHADOWS DIE TWICE,2,61
49,Phasmophobia,8,61
50,Dungeon ni Seisoku Da!,1,58
