rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,24,59831
2,Street Fighter 6,102,45871
3,VALORANT,245,12236
4,Just Chatting,131,11220
5,Escape from Tarkov,107,8977
6,Cursed Companions,7,5932
7,League of Legends,119,5404
8,Resident Evil Village,1,4941
9,Path of Exile 2,25,4129
10,Dead by Daylight,61,4013
11,Apex Legends,316,3805
12,Overwatch 2,119,3523
13,ARC Raiders,86,2928
14,Eternal Return,14,2650
15,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,5,1907
16,Deviation Game,8,1646
17,Genshin Impact,28,1251
18,Hearthstone,3,1074
19,Teamfight Tactics,22,1065
20,Black Desert,11,1002
21,DJs,6,971
22,Blue Protocol: Star Resonance,41,945
23,FINAL FANTASY XIV ONLINE,54,931
24,Shenmue III,1,777
25,ELDEN RING NIGHTREIGN,26,749
26,INAZUMA ELEVEN: Victory Road,11,719
27,Art,25,635
28,Monster Hunter Wilds,71,621
29,Minecraft,63,615
30,Amagami,13,566
31,Retro,13,560
32,ASMR,8,540
33,Music,22,462
34,Shadowverse: Worlds Beyond,11,453
35,The Legend of Zelda: Breath of the Wild,4,400
36,Ghost of Yōtei,4,379
37,Raft,3,370
38,Pawafuru Puroyakyu 2024-2025,1,366
39,Grand Theft Auto V,55,348
40,Resident Evil 2,1,344
41,Stardew Valley,1,342
42,ZAKO NO AHIRU,2,342
43,World of Tanks,11,320
44,Pokémon Legends: Z-A,22,312
45,Tom Clancy's The Division 2,7,300
46,World of Warships,8,299
47,EA Sports FC 26,2,291
48,Rust,13,266
49,Mahjong Soul,9,252
50,Strinova,8,219
