rank,name,streamers,viewers
1,Mamon King,17,5920
2,League of Legends,67,3444
3,Pokémon Legends: Z-A,27,2296
4,VALORANT,137,2108
5,Path of Exile 2,75,1745
6,Just Chatting,74,1564
7,Escape from Tarkov,93,1279
8,Apex Legends,199,1068
9,Overwatch 2,75,847
10,Factorio,2,469
11,ARC Raiders,58,468
12,Street Fighter 6,41,465
13,Dead by Daylight,37,422
14,FINAL FANTASY XIV ONLINE,27,352
15,Splatoon 3,48,324
16,FINAL FANTASY TACTICS - The Ivalice Chronicles,2,305
17,Teamfight Tactics,20,293
18,Art,19,269
19,Genshin Impact,24,266
20,Hearthstone,3,243
21,Black Desert,14,231
22,Rust,11,230
23,ASMR,14,212
24,Minecraft,28,208
25,Dark and Darker,5,205
26,Shadowverse: Worlds Beyond,9,186
27,The House of Silence,1,179
28,Hextech Mayhem: A League of Legends Story,1,170
29,Eternal Return,4,170
30,ARK: Survival Ascended,6,163
31,Jinro Metropolis,3,163
32,"Animals, Aquariums, and Zoos",4,162
33,Retro,7,157
34,PUBG: Black Budget,1,152
35,Always On,4,149
36,Crab Champions,1,144
37,IRL,2,141
38,Dragon Quest I & II HD-2D Remake,8,132
39,VRChat,9,132
40,Monster Hunter Wilds,21,123
41,Fortnite,25,116
42,Mosaic of the Pharaohs,1,115
43,"Warhammer 40,000: Darktide",1,114
44,ELDEN RING NIGHTREIGN,28,102
45,Summon Night 2,1,101
46,World of Tanks,7,98
47,Diablo IV,2,91
48,Sakuna: Of Rice and Ruin,1,85
49,Dragon Quest III HD-2D Remake,2,83
50,Elin,2,83
