rank,name,streamers,viewers
1,League of Legends,128,31954
2,Just Chatting,91,23278
3,Escape from Tarkov,150,7720
4,Apex Legends,341,4476
5,ARC Raiders,99,3844
6,Street Fighter 6,79,3606
7,VALORANT,254,3466
8,Overwatch 2,99,2796
9,Teamfight Tactics,25,1856
10,Hearthstone,4,1189
11,ELDEN RING NIGHTREIGN,50,1175
12,Art,38,921
13,Fire Emblem: Three Houses,2,860
14,FINAL FANTASY XIV ONLINE,61,812
15,ROBLOX,3,699
16,Dead by Daylight,82,644
17,Blue Protocol: Star Resonance,38,613
18,Monster Hunter Wilds,88,510
19,Alchemy Factory,9,484
20,Tom Clancy's Rainbow Six Siege X,12,438
21,Path of Exile 2,20,385
22,Minecraft,45,354
23,Detroit: Become Human,3,341
24,Black Desert,10,316
25,beatmania IIDX INFINITAS,2,276
26,World of Tanks,9,273
27,Grand Theft Auto V,30,242
28,7 Days to Die,10,242
29,"Animals, Aquariums, and Zoos",5,227
30,Dark and Darker,4,183
31,Genshin Impact,30,182
32,Backpack Battles,5,178
33,Don't Starve Together,2,177
34,Special Events,2,174
35,Eternal Return,12,169
36,Super Smash Bros. Ultimate,6,169
37,ARK: Survival Ascended,15,162
38,Shadowverse: Worlds Beyond,11,155
39,Cloverpit,1,153
40,Honkai: Star Rail,11,146
41,Delta Force,19,141
42,Dragon Quest Builders 2,1,140
43,Retro,13,139
44,R.E.P.O.,16,126
45,IRL,5,120
46,Rust,15,109
47,Pokémon Legends: Z-A,25,108
48,Fortnite,23,104
49,Strinova,10,104
50,Dragon Quest I & II HD-2D Remake,10,102
