rank,name,streamers,viewers
1,Street Fighter 6,23,2544
2,League of Legends,45,2489
3,Persona 5 Royal,3,2042
4,Escape from Tarkov,56,1836
5,ARC Raiders,40,1688
6,ASMR,16,1067
7,VALORANT,85,923
8,Hearthstone,4,700
9,Apex Legends,110,688
10,Just Chatting,50,630
11,Blue Protocol: Star Resonance,27,594
12,Art,16,480
13,Overwatch 2,24,462
14,Dead by Daylight,15,442
15,FINAL FANTASY XIV ONLINE,22,406
16,Teamfight Tactics,11,323
17,ELDEN RING NIGHTREIGN,18,313
18,Black Desert,5,258
19,Marvel Rivals,4,225
20,Always On,4,222
21,Dark and Darker,4,219
22,Dungeon ni Seisoku Da!,1,189
23,Music,4,178
24,Path of Exile 2,11,176
25,Special Events,1,159
26,Retro,2,149
27,Monster Hunter Wilds,34,132
28,Minecraft,14,113
29, SEKIRO: SHADOWS DIE TWICE,2,112
30,Steam,1,109
31,"Animals, Aquariums, and Zoos",4,105
32,Splatoon 3,5,103
33,Spell Tonaeru,1,102
34,The Legend of Zelda: The Wind Waker,1,98
35,Rust,21,95
36,Pokémon Legends: Z-A,9,87
37,Honkai: Star Rail,8,85
38,Cast n Chill,1,82
39,Genshin Impact,10,78
40,Shadowverse: Worlds Beyond,4,64
41,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,1,64
42,PUBG: Black Budget,1,57
43,TEKKEN 8,2,55
44,IRL,2,55
45,Grand Theft Auto V,10,50
46,Dragon Quest I & II HD-2D Remake,2,46
47,The Quarry,1,45
48,Wuthering Waves,2,44
49,Fortnite,8,42
50,R.E.P.O.,11,42
