rank,name,streamers,viewers
1,Grand Theft Auto V,153,77620
2,League of Legends,142,36429
3,Yakuza Kiwami 2,2,27169
4,VALORANT,229,12192
5,Street Fighter 6,95,7626
6,Dragon Quest Monsters: Terry no Wonderland SP,1,7020
7,Just Chatting,152,5646
8,Rhythm Doctor,3,5133
9,Dead by Daylight,88,3552
10,Apex Legends,273,2623
11,Overwatch 2,120,2366
12,Escape from Tarkov,134,2142
13,Teamfight Tactics,23,2008
14,Mahjong Soul,10,1552
15,MapleStory,4,1492
16,Agreeee,2,1099
17,Black Desert,14,1001
18,ROBLOX,1,995
19,Blue Protocol: Star Resonance,57,991
20,ELDEN RING NIGHTREIGN,49,805
21,Shadowverse: Worlds Beyond,9,636
22,Dark and Darker,10,621
23,ARC Raiders,67,582
24,Monster Hunter Wilds,91,507
25,Art,28,463
26,Path of Exile 2,20,456
27,FINAL FANTASY XIV ONLINE,43,456
28,Retro,11,445
29,Super Smash Bros. Ultimate,7,434
30,Mamon King,9,400
31,Minecraft,41,388
32,Fortnite,35,370
33,Special Events,1,338
34,Jinro Metropolis,5,318
35,Music,20,318
36,World of Tanks,6,216
37,Rust,10,201
38,Call of Duty: Black Ops 7,9,189
39,Kirby Air Riders,2,179
40,Genshin Impact,20,175
41,Eternal Return,10,172
42,Marvel Rivals,22,160
43,Resident Evil 3: Nemesis,2,160
44,Hearthstone,1,149
45,Suika Game Planet,2,144
46,Mitsugasero! Joon-chan!!,1,138
47,Always On,4,138
48,Zenless Zone Zero,14,132
49,Pokémon Legends: Z-A,15,128
50,Conqueror's Blade,5,128
