rank,name,streamers,viewers
1,Teamfight Tactics,24,3350
2,Just Chatting,69,3091
3,Escape from Tarkov,91,2708
4,VALORANT,126,2429
5,League of Legends,72,2277
6,MapleStory,3,2134
7,PowerWash Simulator 2,1,1808
8,Apex Legends,186,1653
9,Street Fighter 6,52,1635
10,Overwatch 2,57,1021
11,FINAL FANTASY XIV ONLINE,43,802
12,ARC Raiders,70,742
13,Mamon King,1,653
14,Blue Protocol: Star Resonance,36,592
15,ASMR,18,435
16,Monster Hunter Wilds,50,377
17,Art,22,362
18,Dark and Darker,8,338
19,IRL,6,255
20,Retro,12,248
21,Dead by Daylight,39,246
22,Hearthstone,4,239
23,Black Desert,9,200
24,Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles 2,2,198
25,Rust,6,197
26,Backpack Battles,2,180
27,Genshin Impact,14,174
28,"Animals, Aquariums, and Zoos",5,169
29,Shadowverse: Worlds Beyond,4,159
30,World of Tanks,5,144
31,Ninja 外伝 II: The Dark Sword of Chaos,1,133
32,Always On,4,121
33,Path of Exile 2,16,118
34,ELDEN RING NIGHTREIGN,24,110
35,7 Days to Die,9,109
36,DJs,2,108
37,Slay the Spire,3,107
38,Metaphor: ReFantazio,1,106
39,Little Nightmares III,1,104
40,Minecraft,16,101
41,The Legend of Zelda: A Link Between Worlds,1,98
42,Wuthering Waves,6,97
43,Honkai: Star Rail,4,96
44,Splatoon 3,14,94
45,Zenless Zone Zero,5,79
46,Fortnite,18,72
47,Beautiful Katamari,1,72
48,Yakuza 0,1,70
49,METAL GEAR SOLID Δ: SNAKE EATER,1,68
50,FINAL FANTASY X,1,67
