rank,name,streamers,viewers
1,Escape from Tarkov,144,9050
2,League of Legends,138,8106
3,Just Chatting,87,5073
4,Mamon King,17,4989
5,Street Fighter 6,52,4411
6,ARC Raiders,73,3494
7,VALORANT,250,2953
8,Alchemy Factory,9,2116
9,Overwatch 2,109,1848
10,Apex Legends,297,1465
11,Path of Exile 2,41,826
12,Dead by Daylight,65,757
13,ELDEN RING NIGHTREIGN,36,723
14,Teamfight Tactics,30,723
15,Suika Game,1,684
16,Art,38,678
17,FINAL FANTASY XIV ONLINE,39,431
18,SILENT HILL ƒ,8,415
19,IRL,5,355
20,7 Days to Die,16,304
21,Retro,6,271
22,Shadowverse: Worlds Beyond,10,259
23,Marvel Rivals,10,257
24,Raft,2,223
25,Genshin Impact,29,202
26,Minecraft,45,201
27,Always On,6,173
28,ASMR,17,166
29,Pokémon Legends: Z-A,43,161
30,Monster Hunter Wilds,33,161
31,Fortnite,41,159
32,Animal Crossing: New Horizons,2,154
33,Tingus Goose,2,153
34,Resident Evil 4,4,152
35,Dragon Quest I & II HD-2D Remake,7,150
36,"Animals, Aquariums, and Zoos",4,150
37,Grand Theft Auto V,18,140
38,Beautiful Katamari,1,123
39,Poppy Playtime: Chapter 2 - Fly in a Web,1,123
40,Cloverpit,2,109
41,Black Desert,9,103
42,World of Tanks,6,98
43,ARK: Survival Ascended,6,95
44,Eternal Return,6,92
45,Jinro Metropolis,3,83
46,Splatoon 3,12,80
47,Dark and Darker,3,73
48,Zenless Zone Zero,8,73
49,Delta Force,9,70
50,Hogwarts Legacy,10,69
