rank,name,streamers,viewers
1,Mamon King,4,66621
2,League of Legends,16,18637
3,Escape from Tarkov,5,14213
4,Street Fighter 6,5,7725
5,Just Chatting,9,5199
6,ARC Raiders,10,4436
7,Dead by Daylight,2,4283
8,Pokémon Legends: Z-A,3,3850
9,VALORANT,4,2831
10,ELDEN RING NIGHTREIGN,4,1886
11,ASMR,3,1827
12,INAZUMA ELEVEN: Victory Road,1,1137
13,Minecraft,1,1000
14,Apex Legends,3,996
15,Resident Evil Zero,1,882
16,Fatal Fury: City of the Wolves,1,765
17,Parking Together!,1,751
18,Overwatch 2,2,705
19,Black Desert,2,689
20,Factorio,1,672
21,ARK: Survival Ascended,2,633
22,Hearthstone,1,575
23,Teamfight Tactics,1,485
24,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,2,446
25,Grand Theft Auto V,1,379
26,Dragon Quest I & II HD-2D Remake,1,374
27,Party Animals,1,368
28,Shadowverse: Worlds Beyond,2,333
29,7 Days to Die,1,325
30,Heavy Rain,1,248
31,Restaurats,1,237
32,Japan Stigmatized Property,1,236
33,,1,233
34,I'm on Observation Duty 8,1,215
35,"Yes, My Queen",1,209
36,Eternal Return,1,204
37,EA Sports FC 26,1,187
38,Dark and Darker,1,183
39,Super Smash Bros. Ultimate,1,167
