rank,name,streamers,viewers
1,Path of Exile 2,22,4529
2,Jinro Metropolis,1,2296
3,Pokémon Legends: Z-A,9,1935
4,Escape from Tarkov,73,1530
5,Teamfight Tactics,24,1518
6,Overwatch 2,50,1071
7,VALORANT,104,1060
8,ARC Raiders,50,1029
9,Just Chatting,67,675
10,League of Legends,56,657
11,ASMR,14,603
12,Apex Legends,133,570
13,Grand Theft Auto V,33,506
14,Art,17,472
15,Talk Shows & Podcasts,1,401
16,FINAL FANTASY XIV ONLINE,22,397
17,Dead by Daylight,30,338
18,Black Desert,3,280
19,Fushigi no Dungeon: Torneko no Daibouken,1,273
20,Mega Man 9,1,246
21,Splatoon 3,11,234
22,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,231
23,Always On,4,216
24,Retro,5,208
25,Rust,12,193
26,The Legend of Zelda: Breath of the Wild,2,188
27,Street Fighter 6,17,180
28,"Animals, Aquariums, and Zoos",5,167
29,Monster Hunter Wilds,17,159
30,Genshin Impact,16,147
31,Bread & Fred,1,144
32,Eternal Return,3,122
33,Minecraft,15,119
34,Destiny 2,30,110
35,INAZUMA ELEVEN: Victory Road,4,103
36,Honkai: Star Rail,7,95
37,Fortnite,21,91
38,Resident Evil 5,1,88
39,Hearthstone,3,86
40,PokéPark 2: Wonders Beyond,1,86
41,Shadowverse: Worlds Beyond,4,83
42,Sir Fallen,1,82
43,Gwent: The Witcher Card Game,1,79
44,MapleStory,3,76
45,Paper Mario,1,73
46,Kirby Air Riders,6,72
47,7 Days to Die,7,72
48,Dragon Ball Gekishin Squadra,5,63
49, SEKIRO: SHADOWS DIE TWICE,2,61
50,Dragon Quest I & II HD-2D Remake,3,59
