rank,name,streamers,viewers
1,League of Legends,136,38520
2,Street Fighter 6,105,29502
3,Just Chatting,162,19675
4,Escape from Tarkov,116,16338
5,Dragon Quest Monsters: Terry no Wonderland SP,1,11916
6,ARC Raiders,75,11461
7,VALORANT,260,11180
8,Grand Theft Auto V,26,8976
9,Bits & Bops,2,4729
10,Apex Legends,224,3553
11,Overwatch 2,107,3009
12,FINAL FANTASY XIV ONLINE,130,2820
13,Dragon Quest I & II HD-2D Remake,8,2712
14,Jinro Metropolis,8,2536
15,Satisfactory,4,1931
16,Monster Hunter Wilds,152,1630
17,Minecraft,42,1405
18,Teamfight Tactics,22,1313
19,Amagami,2,1220
20,Mamon King,9,1191
21,Hearthstone,4,1134
22,ASMR,7,1075
23,Dead by Daylight,75,1040
24,Art,44,1039
25,SILENT HILL ƒ,7,943
26,Path of Exile 2,11,930
27,ELDEN RING NIGHTREIGN,33,928
28,Resident Evil Zero,1,832
29,Black Desert,8,756
30,7 Days to Die,11,711
31,Clair Obscur: Expedition 33,3,685
32,Retro,22,666
33,Music,16,583
34,Escape from Tarkov: Arena,1,539
35,Deviation Game,4,521
36,DJs,8,488
37,Genshin Impact,25,461
38,R.E.P.O.,31,444
39,World of Tanks,12,440
40,Pokémon Legends: Z-A,27,399
41,Super Smash Bros. Ultimate,9,398
42,Phasmophobia,15,313
43,The Legend of Zelda: Breath of the Wild,3,298
44,Tom Clancy's Rainbow Six Siege X,22,294
45,#COMPASS,2,290
46,Eternal Return,12,253
47,Animal Crossing: New Horizons,5,244
48,"Animals, Aquariums, and Zoos",2,242
49,Zenless Zone Zero,9,233
50,Shadowverse: Worlds Beyond,12,217
