rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,10,14825
2,Escape from Tarkov,79,5979
3,Minecraft,38,3598
4,League of Legends,78,2843
5,Teamfight Tactics,22,2571
6,Apex Legends,197,2193
7,ARC Raiders,49,2043
8,VALORANT,165,1526
9,Grand Theft Auto V,58,1465
10,ASMR,19,1397
11,MapleStory,6,1333
12,Overwatch 2,66,1021
13,Blue Protocol: Star Resonance,45,921
14,Animal Crossing: New Horizons,4,817
15,Just Chatting,76,774
16,Street Fighter 6,46,724
17,Dead by Daylight,37,706
18,Core Keeper,1,691
19,FINAL FANTASY XIV ONLINE,36,546
20,Hearthstone,3,522
21,Monster Hunter Wilds,51,425
22,Yu-Gi-Oh! Master Duel,4,423
23,Art,20,397
24,Ghost of Yōtei,2,371
25,ELDEN RING NIGHTREIGN,34,321
26,Food & Drink,2,278
27,Tom Clancy's Rainbow Six Siege X,9,273
28,Path of Exile 2,17,269
29,EA Sports FC 26,2,251
30,Honkai: Star Rail,11,240
31,Backpack Battles,4,222
32,Rust,8,211
33,"Animals, Aquariums, and Zoos",4,193
34,Black Desert,7,160
35,Genshin Impact,23,157
36,No Man's Sky,3,152
37,Cult of the Lamb,1,149
38,Getting Over It with Bennett Foddy,1,143
39,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,126
40,Pokémon Legends: Z-A,19,123
41,Shadowverse: Worlds Beyond,10,121
42,World of Tanks,2,118
43,Zenless Zone Zero,8,118
44,Slay the Spire,3,111
45,Retro,3,111
46,FINAL FANTASY VIII Remastered,1,109
47,Always On,3,103
48,Kirby Air Riders,1,101
49,Resident Evil 3: Nemesis,1,99
50,DJs,2,90
