rank,name,streamers,viewers
1,League of Legends,130,17284
2,Escape from Tarkov,127,10158
3,Street Fighter 6,81,9192
4,Just Chatting,87,4454
5,ARC Raiders,98,4417
6,VALORANT,264,2583
7,Apex Legends,352,2000
8,Teamfight Tactics,24,1749
9,ELDEN RING NIGHTREIGN,52,1631
10,Blue Protocol: Star Resonance,142,1458
11,Overwatch 2,101,1431
12,Agreeee,4,1386
13,Minecraft,37,949
14,Art,50,887
15,FINAL FANTASY XIV ONLINE,58,730
16,Black Desert,20,704
17,HANEHOLO!,1,598
18,Path of Exile 2,40,502
19,MIMESIS,5,477
20,Mario Kart World,1,449
21,Dead by Daylight,61,448
22,Pokémon Legends: Z-A,26,431
23,Grand Theft Auto V,20,409
24,IRL,5,351
25,Monster Hunter Wilds,85,347
26,Tom Clancy's Rainbow Six Siege X,19,344
27,Dark and Darker,7,310
28,Shadowverse: Worlds Beyond,7,234
29,Japan Stigmatized Property,7,230
30,Retro,8,229
31,Tom Clancy's The Division 2,11,211
32,Hearthstone,2,194
33,"Animals, Aquariums, and Zoos",5,182
34,Mosaic of the Pharaohs,2,174
35,Music,4,166
36,Eternal Return,8,161
37,Genshin Impact,18,161
38,Honkai: Star Rail,15,156
39,Always On,5,144
40,Fortnite,43,129
41,Splatoon 3,13,116
42,Armored Core VI: Fires of Rubicon,2,116
43,Kirby Air Riders,2,112
44,ASMR,17,105
45,Marvel Rivals,12,105
46,R.E.P.O.,13,98
47,Phoenix Wright: Ace Attorney - Dual Destinies,1,94
48,Resident Evil 4,2,94
49,METAL GEAR SOLID Δ: SNAKE EATER,1,94
50,Turnbound,1,86
