rank,name,streamers,viewers
1,League of Legends,119,19968
2,Just Chatting,109,16955
3,VALORANT,249,13450
4,Street Fighter 6,89,10768
5,ARC Raiders,101,8484
6,Mamon King,16,5019
7,Escape from Tarkov,166,2939
8,My Card Is Better Than Your Card!,1,2372
9,Apex Legends,300,1896
10,Overwatch 2,123,1537
11,Art,52,903
12,Teamfight Tactics,32,897
13,Path of Exile 2,43,850
14,Dead by Daylight,59,812
15,ELDEN RING NIGHTREIGN,46,801
16,FINAL FANTASY XIV ONLINE,45,455
17,IRL,7,449
18,Super Smash Bros. Ultimate,4,335
19,SILENT HILL ƒ,9,331
20,Retro,9,325
21,Minecraft,38,320
22,7 Days to Die,17,315
23,Shadowverse: Worlds Beyond,11,303
24,Monster Hunter Wilds,35,291
25,ARK: Survival Ascended,10,278
26,Black Desert,8,259
27,Vampire Rain,1,257
28,Grand Theft Auto V,29,235
29,Pokémon Legends: Z-A,36,235
30,Animal Crossing: New Horizons,7,222
31,Jinro Metropolis,2,204
32,Fortnite,37,190
33,Hearthstone,3,187
34,Marvel Rivals,11,184
35,Genshin Impact,25,174
36,World of Tanks,11,172
37,"Animals, Aquariums, and Zoos",4,165
38,ELDEN RING,9,158
39,ASMR,15,155
40,Delta Force,17,126
41,Summon Night 2,1,125
42,Always On,4,123
43,Hogwarts Legacy,20,120
44,INAZUMA ELEVEN: Victory Road,10,114
45,Eternal Return,9,112
46,Yakuza 0,2,112
47,"Warhammer 40,000: Darktide",1,110
48,ARK: Survival Evolved,1,107
49,Super Mario 64,2,102
50,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,5,101
