rank,name,streamers,viewers
1,Escape from Tarkov,75,7408
2,Teamfight Tactics,20,3036
3,Agreeee,2,2840
4,VALORANT,99,1334
5,OCTOPATH TRAVELER 0,5,1291
6,League of Legends,45,1080
7,Dead by Daylight,23,1053
8,Hearthstone,2,904
9,ASMR,18,899
10,Overwatch 2,35,888
11,Apex Legends,106,839
12,Art,16,657
13,ARC Raiders,38,408
14,FINAL FANTASY XIV ONLINE,20,340
15,Genshin Impact,25,264
16,Dark and Darker,4,246
17,The Nightmare of Druaga: Fushigino Dungeon,1,243
18,Just Chatting,40,237
19,Shadowverse: Worlds Beyond,3,220
20,Minecraft,17,177
21,Black Desert,2,168
22,Always On,5,158
23,Music,3,154
24,Street Fighter 6,17,144
25,"Animals, Aquariums, and Zoos",4,126
26,World of Tanks,2,118
27,FINAL FANTASY VIII Remastered,1,110
28,Dark Souls: Remastered,1,109
29,Path of Exile 2,12,108
30,Tail of the Sun,1,101
31,ELDEN RING NIGHTREIGN,13,97
32,Metaphor: ReFantazio,1,88
33,Pokémon Legends: Z-A,8,86
34,ZAKO NO AHIRU,1,85
35,Persona 4 Golden,1,83
36,Resident Evil,1,80
37,EA Sports FC 26,1,72
38,Wuthering Waves,5,68
39,DayZ,7,64
40,7 Days to Die,5,62
41,DJs,2,58
42,Marvel Rivals,6,58
43,Fortnite,10,56
44,Monster Hunter Wilds,14,54
45,Mario Kart World,2,54
46,Super Smash Bros. Ultimate,1,53
47,Kirby Air Riders,1,53
48,Grand Theft Auto V,15,52
49,Strinova,3,48
50, SEKIRO: SHADOWS DIE TWICE,1,45
