rank,name,streamers,viewers
1,League of Legends,43,42829
2,Escape from Tarkov,84,10563
3,ARC Raiders,54,3113
4,Just Chatting,60,2277
5,Street Fighter 6,33,1669
6,VALORANT,127,1514
7,Apex Legends,138,863
8,Teamfight Tactics,20,708
9,Alchemy Factory,5,597
10,Overwatch 2,33,513
11,Blue Protocol: Star Resonance,24,364
12,Hearthstone,4,308
13,ASMR,16,293
14,Dead by Daylight,32,286
15,FINAL FANTASY XIV ONLINE,19,281
16,Monster Hunter Wilds,27,267
17,Art,25,265
18,beatmania IIDX INFINITAS,1,260
19,Black Desert,5,226
20,Raft,3,223
21,IRL,4,208
22,Last Laugh,1,198
23,Shadowverse: Worlds Beyond,7,171
24,Always On,4,166
25,"Animals, Aquariums, and Zoos",3,160
26,Backpack Battles,2,154
27,Steam,1,150
28,Dark and Darker,2,148
29,Retro,6,142
30,Path of Exile 2,19,134
31,Minecraft,18,129
32,Fortnite,22,125
33,Albion Online,2,124
34,Genshin Impact,17,123
35,ELDEN RING NIGHTREIGN,20,121
36,The Legend of Zelda: The Wind Waker,1,111
37,Rust,14,106
38,Ninja 外伝 II: The Dark Sword of Chaos,1,97
39,Agreeee,1,92
40,ARK: Survival Ascended,2,88
41,Animal Crossing: New Horizons,4,86
42,Splatoon 3,16,80
43,The Case of the Golden Idol,1,76
44,Dragon Quest Builders 2,1,69
45,Pokémon Legends: Z-A,6,67
46,Dragon Quest VI: Maboroshi no Daichi,1,64
47,Honkai: Star Rail,4,64
48,ELDEN RING,7,62
49,DJs,2,61
50,Hollow Knight,1,60
