rank,name,streamers,viewers
1,Escape from Tarkov,122,8613
2,Just Chatting,98,3902
3,VALORANT,233,3653
4,Dragon Quest I & II HD-2D Remake,6,2683
5,Jinro Metropolis,3,2400
6,Teamfight Tactics,27,2019
7,Grand Theft Auto V,94,1475
8,ARC Raiders,85,1438
9,Apex Legends,294,1325
10,Overwatch 2,101,1307
11,League of Legends,111,1202
12,Chocobo's Dungeon 2,1,964
13,ASMR,18,953
14,Monster Hunter Wilds,77,786
15,Dead by Daylight,59,720
16,Blue Protocol: Star Resonance,33,684
17,ELDEN RING NIGHTREIGN,49,552
18,FINAL FANTASY XIV ONLINE,29,549
19,Hearthstone,6,499
20,OCTOPATH TRAVELER 0,5,494
21,Art,25,476
22,Rhythm Doctor,1,447
23,Street Fighter 6,43,423
24,Rust,35,377
25,EA Sports FC 26,4,375
26,DJs,4,356
27,Minecraft,51,285
28,Black Desert,9,237
29,I'm Only Sleeping,4,201
30,Pomegranate Housing Complex,1,196
31,Music,5,177
32,Mamon King,4,137
33,Genshin Impact,22,129
34,7 Days to Die,11,127
35,Shawarma Legend,1,126
36,Dark Souls: Remastered,3,122
37,SHINOBI: Art of Vengeance,1,122
38,Honkai: Star Rail,15,119
39,Pokémon Legends: Z-A,14,113
40,"Animals, Aquariums, and Zoos",4,113
41,World of Tanks,5,112
42,Marvel Rivals,13,111
43,Tom Clancy's The Division 2,6,109
44,FINAL FANTASY VIII Remastered,1,109
45,ARK: Survival Ascended,13,106
46,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,105
47,Always On,3,92
48,Phasmophobia,16,91
49,Escape from Duckov,5,90
50,PARANOIA PLACE,1,90
