rank,name,streamers,viewers
1,Escape from Tarkov,148,20472
2,Just Chatting,156,15228
3,VALORANT,217,10146
4,Apex Legends,308,8546
5,ARC Raiders,110,8511
6,League of Legends,126,4813
7,Overwatch 2,102,3963
8,R.E.P.O.,26,3709
9,Street Fighter 6,81,3592
10,Dragon Quest I & II HD-2D Remake,8,2873
11,ASMR,11,1683
12,Dead by Daylight,76,1451
13,Grand Theft Auto V,95,1361
14,Genshin Impact,39,1152
15,PEAK,6,1147
16,Teamfight Tactics,18,897
17,EA Sports FC 26,9,878
18,INAZUMA ELEVEN: Victory Road,14,872
19,FINAL FANTASY XIV ONLINE,54,809
20,Suika Game Planet,1,785
21,OCTOPATH TRAVELER 0,5,743
22,Monster Hunter Wilds,75,674
23,Path of Exile 2,13,602
24,ELDEN RING NIGHTREIGN,42,577
25,Tom Clancy's Rainbow Six Siege X,15,540
26,Rust,36,533
27,Art,20,528
28,Agreeee,2,517
29,Blue Protocol: Star Resonance,35,507
30,Raft,4,488
31,Black Desert,10,456
32,ICARUS,2,363
33,Ghost of Yōtei,3,354
34,Hearthstone,4,350
35,Vanquish,1,291
36,Super Smash Bros. Ultimate,8,276
37,Yakuza 0,2,265
38,Pokémon Legends: Z-A,18,259
39,Minecraft,42,232
40,Shadowverse: Worlds Beyond,15,231
41,UNDERTALE,1,231
42,Judgment,1,220
43,Amagami,2,211
44,Jinro Metropolis,3,205
45,Dark and Darker,8,200
46,IRL,2,198
47,Dungeon ni Seisoku Da!,1,192
48,Japan Stigmatized Property,4,177
49,World of Tanks,13,167
50,Splatoon 3,16,155
