rank,name,streamers,viewers
1,Just Chatting,121,32175
2,Street Fighter 6,82,30923
3,ARC Raiders,107,11081
4,VALORANT,227,10751
5,Dragon Quest Monsters: Terry no Wonderland SP,1,9447
6,League of Legends,106,6566
7,Gran Turismo 7,8,4590
8,Teamfight Tactics,22,3758
9,Escape from Tarkov,143,3292
10,Overwatch 2,104,2816
11,Apex Legends,300,2688
12,My Card Is Better Than Your Card!,1,2511
13,FINAL FANTASY XIV ONLINE,68,1222
14,Dead by Daylight,78,906
15,Blue Protocol: Star Resonance,43,836
16,Monster Hunter Wilds,74,783
17,Retro,14,738
18,Special Events,6,709
19,Path of Exile 2,24,694
20,Minecraft,46,609
21,Black Desert,13,559
22,Rhythm Doctor,2,541
23,Hearthstone,4,495
24,Alchemy Factory,4,457
25,Dark and Darker,13,423
26,ELDEN RING NIGHTREIGN,46,413
27,Marvel Rivals,20,380
28,Music,11,357
29,Shadowverse: Worlds Beyond,9,310
30,ASMR,6,304
31,IRL,4,287
32,World of Tanks,7,255
33,DJs,2,231
34,Honkai: Star Rail,10,221
35,Art,29,209
36,Fortnite,36,205
37,Dragon Quest I & II HD-2D Remake,17,189
38,Animal Crossing: New Horizons,3,185
39,Rust,14,160
40,"Animals, Aquariums, and Zoos",3,154
41,Stardew Valley,7,154
42,ARK: Survival Ascended,18,152
43,R.E.P.O.,22,142
44,The Legend of Zelda: The Wind Waker,2,139
45,Among Us,1,137
46,Always On,3,135
47,Diablo IV,7,133
48,7 Days to Die,14,132
49,Japan Stigmatized Property 2,2,132
50,Dragon Quest Builders 2,2,129
