rank,name,streamers,viewers
1,League of Legends,135,37751
2,Yakuza Kiwami 2,1,34666
3,Street Fighter 6,109,20570
4,Just Chatting,140,15867
5,Escape from Tarkov,145,13350
6,Dragon Quest Monsters: Terry no Wonderland SP,1,8374
7,Grand Theft Auto V,46,7383
8,VALORANT,245,7011
9,Deviation Game,2,5483
10,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,4062
11,Japan Stigmatized Property,13,3580
12,Shogi,2,3259
13,Teamfight Tactics,24,3097
14,Apex Legends,218,2636
15,Overwatch 2,107,2452
16,KILLER INN,6,2442
17,ARC Raiders,70,2093
18,Shadowverse: Worlds Beyond,21,1669
19,Minecraft,44,1542
20,Agreeee,3,1279
21,ELDEN RING NIGHTREIGN,62,1226
22,Blue Protocol: Star Resonance,62,1221
23,FINAL FANTASY XIV ONLINE,78,1207
24,Black Desert,16,1204
25,Dead by Daylight,84,1080
26,PEAK,18,1054
27,MIMESIS,8,1017
28,Hogwarts Legacy,11,863
29,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,3,763
30,Monster Hunter Wilds,82,758
31,Resident Evil Zero,1,748
32,Splatoon 3,24,747
33,Delta Force,14,728
34,Among Us,6,717
35,Retro,15,685
36,R.E.P.O.,25,682
37,Path of Exile 2,15,645
38,Special Events,5,617
39,Gloomy Eyes,1,597
40,Art,28,527
41,DON'T SCREAM TOGETHER,3,443
42,ASMR,6,437
43,Pokémon Legends: Z-A,25,408
44,World of Tanks,8,389
45,Eternal Return,14,312
46,Jinro Metropolis,5,297
47,Music,22,279
48,Fortnite,20,278
49,Tom Clancy's The Division 2,4,265
50,Gartic Phone,3,222
