rank,name,streamers,viewers
1,Just Chatting,55,2676
2,MapleStory,2,2006
3,League of Legends,40,1571
4,Escape from Tarkov,48,1188
5,VALORANT,75,1048
6,ASMR,20,1008
7,ARC Raiders,28,933
8,Apex Legends,96,742
9,Core Keeper,1,723
10,Overwatch 2,28,552
11,Grand Theft Auto V,8,551
12,Teamfight Tactics,17,497
13,SUPER GHOULS'N GHOSTS,1,494
14,Hearthstone,2,407
15,Rust,9,394
16,Street Fighter 6,20,271
17,FINAL FANTASY XIV ONLINE,22,258
18,Blue Protocol: Star Resonance,28,254
19,ELDEN RING NIGHTREIGN,18,252
20,Art,12,223
21,Retro,6,203
22,Dead by Daylight,19,186
23,Always On,4,183
24,Monster Hunter Wilds,19,178
25,Cult of the Lamb,1,175
26,IRL,2,173
27,Resident Evil 3: Nemesis,1,154
28,"Animals, Aquariums, and Zoos",5,150
29,Backpack Battles,1,136
30,Wuthering Waves,5,123
31,Clash of Peaks: Dynasty in Your Grasp,1,108
32,Metaphor: ReFantazio,1,106
33,Shadowverse: Worlds Beyond,4,102
34,FINAL FANTASY VIII Remastered,1,97
35,Honkai: Star Rail,3,92
36,Minecraft,18,90
37,Slay the Spire,1,89
38,Mouthwashing,1,69
39,Genshin Impact,12,65
40,Zenless Zone Zero,2,61
41,Lies of P,1,60
42,Pokémon Legends: Z-A,6,56
43,Strinova,2,53
44,OCTOPATH TRAVELER 0,5,49
45,Path of Exile 2,9,41
46,Arknights,4,40
47,"No, I'm Not A Human",1,38
48,Food & Drink,2,32
49,Eternal Return,6,29
50,Wild Terra 2: New Lands,1,28
