rank,name,streamers,viewers
1,League of Legends,116,30969
2,Just Chatting,203,16437
3,Apex Legends,253,10235
4,Clubhouse Games: 51 Worldwide Classics,1,7196
5,Street Fighter 6,89,5493
6,ARC Raiders,76,4646
7,Grand Theft Auto V,68,4587
8,VALORANT,239,3918
9,Pokémon Legends: Z-A,20,2954
10,Escape from Tarkov,118,2884
11,Overwatch 2,105,2777
12,ELDEN RING NIGHTREIGN,50,2496
13,Dragon Quest I & II HD-2D Remake,7,2422
14,ASMR,4,2300
15,Jinro Metropolis,4,2283
16,Shadowverse: Worlds Beyond,13,2041
17,Minecraft,72,1898
18,Teamfight Tactics,19,1844
19,FINAL FANTASY XIV ONLINE,84,1437
20,Amagami,1,1269
21,Dead by Daylight,83,1132
22,Chocobo's Dungeon 2,2,1036
23,Blue Protocol: Star Resonance,33,987
24,14 Minesweeper Variants 2,1,922
25,Black Desert,7,858
26,Monster Hunter Wilds,78,844
27,Path of Exile 2,10,707
28,Art,33,528
29,Rhythm Doctor,1,518
30,Mario Kart World,7,504
31,Rust,20,481
32,Kirby Air Riders,11,447
33,DJs,9,439
34,Super Smash Bros. Ultimate,8,352
35,Dark and Darker,7,343
36,Hearthstone,4,336
37,Music,9,295
38,Fortnite,28,274
39,I'm Only Sleeping,1,259
40,R.E.P.O.,29,225
41,Tom Clancy's Rainbow Six Siege X,14,224
42,ARK: Survival Ascended,23,220
43,Retro,11,218
44,Pomegranate Housing Complex,1,211
45,Japan Stigmatized Property,16,210
46,Phasmophobia,19,201
47,Honkai: Star Rail,12,200
48,UNDERTALE,2,200
49,EA Sports FC 26,1,199
50,Hogwarts Legacy,13,187
