rank,name,streamers,viewers
1,VALORANT,7,28012
2,Escape from Tarkov,7,9942
3,Mamon King,5,7342
4,Just Chatting,6,4744
5,League of Legends,13,3201
6,IRL,3,1867
7,Street Fighter 6,5,1359
8,Teamfight Tactics,2,1109
9,Delta Force,4,936
10,Overwatch 2,3,635
11,ASMR,1,584
12,ARC Raiders,4,537
13,7 Days to Die,1,496
14,Apex Legends,4,454
15,Tom Clancy's Rainbow Six Siege X,2,412
16,Shadowverse: Worlds Beyond,3,341
17,Dead by Daylight,2,305
18,Art,3,291
19,Hearthstone,2,286
20,Dark and Darker,2,280
21,ELDEN RING NIGHTREIGN,2,273
22,Pokémon Legends: Z-A,2,248
23,World of Tanks,1,213
24,Minecraft,1,177
25,Dragon Quest I & II HD-2D Remake,1,169
26,SILENT HILL ƒ,1,159
27,Path of Exile 2,1,139
28,"Animals, Aquariums, and Zoos",1,127
29,DARK SOULS III,1,119
30,Rogue AI Simulator,1,116
31,Black Desert,1,112
32,Beautiful Katamari,1,110
33,Always On,1,88
34,Phoenix Wright: Ace Attorney - Dual Destinies,1,88
35,,1,84
36,Makers & Crafting,1,77
37,Hunt: Showdown 1896,1,76
38,Resident Evil 4,1,76
39,Jinro Metropolis,1,75
