rank,name,streamers,viewers
1,League of Legends,142,48141
2,Yakuza Kiwami 2,1,32189
3,Escape from Tarkov,133,11221
4,VALORANT,260,7369
5,Just Chatting,154,7130
6,Street Fighter 6,88,6515
7,ARC Raiders,136,5851
8,Apex Legends,273,4659
9,Art,24,3119
10,ELDEN RING NIGHTREIGN,42,2278
11,Overwatch 2,101,1649
12,Hearthstone,5,1381
13,FINAL FANTASY XIV ONLINE,56,945
14,Blue Protocol: Star Resonance,51,883
15,Dead by Daylight,69,852
16,Black Desert,10,820
17,Alchemy Factory,5,792
18,Teamfight Tactics,21,694
19,Shenmue III,1,670
20,Monster Hunter Wilds,77,451
21,Path of Exile 2,13,447
22,Honkai: Star Rail,11,417
23,Retro,13,387
24,Clock Tower II: The Struggle Within,1,383
25,Rust,30,349
26,Detroit: Become Human,1,341
27,Minecraft,24,301
28,Dragon Quest I & II HD-2D Remake,7,276
29,Level Devil,2,273
30,World of Tanks,10,259
31,Shadowverse: Worlds Beyond,14,258
32,Genshin Impact,36,256
33,Raft,3,233
34,"Animals, Aquariums, and Zoos",5,222
35,Super Mario 64,5,220
36,Pokémon Legends: Z-A,22,215
37,INAZUMA ELEVEN: Victory Road,19,192
38,ARK: Survival Ascended,13,182
39,IRL,3,181
40,Fortnite,24,180
41,Dark and Darker,3,176
42,Super Smash Bros. Ultimate,5,176
43,Grand Theft Auto V,40,173
44,Wuthering Waves,15,162
45,R.E.P.O.,23,161
46,Always On,3,159
47,Music,15,153
48,Special Events,4,138
49,FINAL SWORD,1,135
50,Respark,1,128
