rank,name,streamers,viewers
1,Escape from Tarkov,11,13175
2,League of Legends,12,8207
3,Just Chatting,14,4786
4,ARC Raiders,6,2242
5,World of Tanks,1,1490
6,VALORANT,6,1178
7,Hearthstone,1,1007
8,Street Fighter 6,5,759
9,Mamon King,1,661
10,Overwatch 2,5,651
11,Mario Kart World,1,567
12,Teamfight Tactics,2,512
13,ELDEN RING NIGHTREIGN,3,305
14,Apex Legends,3,285
15,IRL,2,222
16,Black Desert,1,208
17,Dead by Daylight,2,206
18,,2,175
19,Dragon Quest I & II HD-2D Remake,1,138
20,"Animals, Aquariums, and Zoos",1,133
21,Eternal Return,1,132
22,Genshin Impact,1,115
23,Retro,1,115
24,Little Rocket Lab,1,111
25,Rust,1,103
26,Beautiful Katamari,1,97
27,Winter Burrow,1,96
28,FINAL FANTASY X,1,95
29,"Warhammer 40,000: Darktide",1,94
30,Marvel Rivals,1,94
31,Mess Adventures,1,89
32,ARK: Survival Evolved,1,89
33,Tom Clancy's Rainbow Six Siege X,1,85
34,Jinro Metropolis,1,80
35,Tingus Goose,1,78
36,ASMR,1,77
37,Escape from Duckov,1,74
38,Identity V,1,74
39,Wuthering Waves,1,72
40,FINAL FANTASY XIV ONLINE,1,69
