rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,8,16986
2,League of Legends,130,11865
3,Street Fighter 6,88,11142
4,Just Chatting,135,10742
5,Dragon Quest Monsters: Terry no Wonderland SP,1,8477
6,VALORANT,255,7184
7,ARC Raiders,97,5839
8,Apex Legends,281,5171
9,Escape from Tarkov,123,4941
10,Mamon King,2,4547
11,Minecraft,38,3910
12,ELDEN RING NIGHTREIGN,38,2618
13,Overwatch 2,99,2616
14,Grand Theft Auto V,78,2070
15,ASMR,13,1909
16,Kirby Air Riders,14,1871
17,MapleStory,5,1527
18,Dead by Daylight,62,1333
19,Blue Protocol: Star Resonance,51,1230
20,Teamfight Tactics,22,1094
21,FINAL FANTASY XIV ONLINE,72,1077
22,Special Events,1,967
23,PAYDAY 3,3,965
24,Amagami,2,898
25,Hogwarts Legacy,10,846
26,Deviation Game,15,828
27,Agreeee,6,782
28,Hearthstone,8,711
29,Black Desert,12,675
30,Path of Exile 2,16,665
31,Honkai: Star Rail,8,557
32,Art,30,551
33,Battlefield 6,8,516
34,HATSUNE MIKU: COLORFUL STAGE!,1,505
35,Delta Force,12,442
36,Monster Hunter Wilds,73,440
37,Little Nightmares,1,435
38,Dark and Darker,9,427
39,EA Sports FC 26,2,417
40,Shadowverse: Worlds Beyond,9,353
41,Animal Crossing: New Horizons,8,340
42,Rust,10,301
43,Persona 5 Royal,3,290
44,PUBG: BATTLEGROUNDS,10,282
45,Jinro Metropolis,5,260
46,World of Tanks,10,254
47,DON'T SCREAM TOGETHER,5,250
48,Super Smash Bros. Ultimate,2,246
49,Pokémon Legends: Z-A,19,244
50,Japan Stigmatized Property,14,241
