rank,name,streamers,viewers
1,League of Legends,73,2433
2,VALORANT,109,2331
3,Persona 5 Royal,1,1883
4,Escape from Tarkov,80,1355
5,ASMR,15,1234
6,ARC Raiders,57,1196
7,Apex Legends,159,1194
8,Hearthstone,6,948
9,Just Chatting,78,822
10,Grand Theft Auto V,16,803
11,Eternal Return,5,711
12,Black Desert,9,582
13,ELDEN RING NIGHTREIGN,26,511
14,Overwatch 2,40,489
15,Rhythm Doctor,1,472
16,FINAL FANTASY XIV ONLINE,31,441
17,Street Fighter 6,20,438
18,Blue Protocol: Star Resonance,35,395
19,Phantasy Star Online Ver. 2,1,337
20,Art,16,329
21,Warframe,6,321
22,Teamfight Tactics,13,308
23,Raft,3,288
24,Rust,13,264
25,Dead by Daylight,25,257
26,Honkai: Star Rail,7,222
27,Always On,6,220
28,Shadowverse: Worlds Beyond,7,214
29,Kirby Air Riders,4,208
30,Mamon King,7,184
31,Minecraft,29,182
32,Genshin Impact,21,180
33,Monster Hunter Wilds,42,173
34,Music,9,159
35,"Animals, Aquariums, and Zoos",4,151
36,Dark Souls: Remastered,1,138
37,Dark and Darker,7,133
38,EA Sports FC 26,3,115
39,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,114
40,Mario Kart World,1,99
41,Persona 4 Golden,1,98
42,The Legend of Zelda: The Wind Waker,1,94
43,Path of Exile 2,4,88
44,Retro,1,86
45,Fortnite,21,80
46,Zenless Zone Zero,8,79
47,7 Days to Die,6,77
48,R.E.P.O.,8,75
49,Ōkami HD,1,73
50, SEKIRO: SHADOWS DIE TWICE,1,70
