rank,name,streamers,viewers
1,League of Legends,110,16505
2,Just Chatting,78,5256
3,ARC Raiders,85,4534
4,Street Fighter 6,54,4189
5,Escape from Tarkov,106,2357
6,VALORANT,195,2343
7,Overwatch 2,93,2043
8,Apex Legends,282,1681
9,Monster Hunter Wilds,74,1656
10,Teamfight Tactics,27,1587
11,Blue Protocol: Star Resonance,140,1506
12,Deviation Game,1,742
13,FINAL FANTASY XIV ONLINE,60,657
14,Art,38,483
15,Dead by Daylight,43,464
16,Black Desert,17,461
17,Mario Kart World,1,458
18,Path of Exile 2,32,454
19,MIMESIS,5,378
20,ELDEN RING NIGHTREIGN,52,332
21,IRL,6,317
22,Dark and Darker,6,232
23,Hearthstone,3,211
24,Genshin Impact,22,203
25,"Animals, Aquariums, and Zoos",5,181
26,Grand Theft Auto V,20,169
27,Alien: Isolation,1,168
28,Eternal Return,13,162
29,7 Days to Die,7,161
30,Tom Clancy's The Division 2,7,160
31,ASMR,15,152
32,Shadowverse: Worlds Beyond,6,152
33,Fortnite,37,146
34,The Legend of Zelda: A Link Between Worlds,1,142
35,Music,14,132
36,Always On,5,129
37,Honkai: Star Rail,15,115
38,Phoenix Wright: Ace Attorney - Dual Destinies,1,107
39,Minecraft,33,105
40,Beautiful Katamari,1,99
41,Where Winds Meet,3,88
42,SILENT HILL ƒ,5,87
43,METAL GEAR SOLID Δ: SNAKE EATER,1,86
44,Hogwarts Legacy,12,85
45,Dragon Quest I & II HD-2D Remake,9,84
46,Splatoon 3,12,83
47,Armored Core VI: Fires of Rubicon,3,81
48,Pokémon Legends: Z-A,18,71
49,gogh: Focus with Your Avatar,6,70
50,Delta Force,11,70
