rank,name,streamers,viewers
1,ARC Raiders,52,2339
2,Escape from Tarkov,69,2284
3,Mamon King,2,1617
4,Apex Legends,170,1614
5,League of Legends,37,1572
6,Just Chatting,53,1339
7,VALORANT,83,1108
8,ASMR,26,1090
9,Clair Obscur: Expedition 33,1,870
10,Street Fighter 6,26,638
11,FINAL FANTASY XIV ONLINE,41,618
12,Hearthstone,3,517
13,Rhythm Doctor,1,413
14,Overwatch 2,36,404
15,Teamfight Tactics,15,399
16,Raft,2,376
17,Music,3,336
18,Monster Hunter Wilds,30,328
19,Kirby Air Riders,3,217
20,Dead by Daylight,28,201
21,Art,15,194
22,Always On,4,184
23,SUPER GHOULS'N GHOSTS,1,170
24,IRL,3,153
25,R.E.P.O.,8,143
26,PokéPark 2: Wonders Beyond,1,129
27,Dark Souls: Remastered,1,128
28,"Animals, Aquariums, and Zoos",5,127
29,FINAL FANTASY VIII Remastered,1,125
30,Tom Clancy's The Division 2,2,115
31,ELDEN RING NIGHTREIGN,13,101
32,Shadowverse: Worlds Beyond,4,96
33,Path of Exile 2,11,95
34,Wuthering Waves,3,92
35,Minecraft,22,87
36,Special Events,1,87
37,ZAKO NO AHIRU,2,86
38,Strinova,2,82
39,Genshin Impact,13,72
40,DayZ,3,64
41,PRAGMATA,1,63
42, SEKIRO: SHADOWS DIE TWICE,3,50
43,Mahou Shoujo no Majo Saiban,1,49
44,VRChat,3,48
45,Black Desert,2,47
46,World of Tanks,3,46
47,Retro,5,39
48,PUBG: BATTLEGROUNDS,2,35
49,Vampire Survivors,1,35
50,OCTOPATH TRAVELER 0,4,35
