rank,name,streamers,viewers
1,League of Legends,124,25655
2,Minecraft,67,20185
3,Escape from Tarkov,117,13445
4,Dragon Quest Monsters: Terry no Wonderland SP,1,11888
5,Just Chatting,133,11030
6,Teamfight Tactics,35,8886
7,Street Fighter 6,63,7474
8,VALORANT,257,6043
9,Apex Legends,303,3522
10,Mamon King,1,3366
11,Jinro Metropolis,2,2357
12,ARC Raiders,78,2039
13,Overwatch 2,89,1821
14,Pokémon Legends: Z-A,36,1585
15,7 Days to Die,17,1195
16,Grand Theft Auto V,83,970
17,FINAL FANTASY XIV ONLINE,66,947
18,Mega Man 6,1,896
19,FINAL FANTASY VIII Remastered,1,847
20,PUBG: BATTLEGROUNDS,15,837
21,Dead by Daylight,70,827
22,Dispatch,1,811
23,Path of Exile 2,22,706
24,ASMR,8,695
25,ELDEN RING NIGHTREIGN,41,667
26,Black Desert,10,634
27,Art,27,562
28,Battlefield 6,12,529
29,DJs,6,526
30,Splatoon 3,35,492
31,Genshin Impact,25,483
32,Rust,25,473
33,Hearthstone,7,471
34,Mamon King,6,461
35,Wuthering Waves,23,337
36,Among Us,6,312
37,Monster Hunter Wilds,43,301
38,Magic: The Gathering,1,271
39,Where Winds Meet,7,244
40,Yakuza Kiwami,1,239
41,Retro,12,225
42,Super Smash Bros. Ultimate,7,220
43,Strinova,11,205
44,SILENT HILL ƒ,10,198
45,R.E.P.O.,28,193
46,Kirby Air Riders,6,190
47,Tom Clancy's Rainbow Six Siege X,17,188
48,EA Sports FC 26,1,184
49,Always On,3,175
50,Shadowverse: Worlds Beyond,10,174
