rank,name,streamers,viewers
1,Just Chatting,62,5008
2,Agreeee,2,4976
3,Escape from Tarkov,89,2323
4,League of Legends,69,1811
5,VALORANT,125,1795
6,ARC Raiders,57,1597
7,Apex Legends,175,1271
8,DARK SOULS III,2,961
9,Street Fighter 6,46,931
10,Hearthstone,3,839
11,Overwatch 2,53,664
12,Teamfight Tactics,18,636
13,Dead by Daylight,53,530
14,ASMR,14,514
15,FINAL FANTASY XIV ONLINE,34,453
16,Super Smash Bros. Ultimate,4,400
17,Path of Exile 2,21,375
18,Art,36,374
19,Genshin Impact,25,356
20,IRL,3,351
21,Mario Kart World,3,340
22,Minecraft,21,258
23,Black Desert,2,211
24,PRAGMATA,1,205
25,Games + Demos,13,192
26,ELDEN RING NIGHTREIGN,24,186
27,Retro,9,166
28,Dark and Darker,1,166
29,World of Tanks,1,165
30,"Animals, Aquariums, and Zoos",6,153
31,Shadowverse: Worlds Beyond,5,153
32,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,1,135
33,Ninja 外伝 II: The Dark Sword of Chaos,1,116
34,Alien: Isolation,2,114
35,Animal Crossing: City Folk,2,108
36,Marvel Rivals,16,108
37,Dragon Quest VI: Maboroshi no Daichi,1,104
38,OCTOPATH TRAVELER 0,8,100
39,Monster Hunter Wilds,9,90
40,Always On,3,88
41,Hollow Knight,1,87
42,FINAL FANTASY X,1,82
43,Honkai: Star Rail,5,82
44,SILENT HILL ƒ,4,82
45,Once Human,7,79
46,Beautiful Katamari,1,78
47,Fortnite,20,68
48,Splatoon 3,7,64
49,Rust,4,60
50,Eternal Return,6,59
