rank,name,streamers,viewers
1,Escape from Tarkov,193,16034
2,Just Chatting,90,8952
3,Shadowverse: Worlds Beyond,13,8195
4,Mamon King,16,7999
5,Street Fighter 6,112,7169
6,League of Legends,98,6242
7,Apex Legends,280,3927
8,Path of Exile 2,57,3782
9,VALORANT,234,3686
10,Overwatch 2,114,3407
11,ARC Raiders,89,3328
12,Black Desert,28,2216
13,Fallout: New Vegas,2,2208
14,FINAL FANTASY XIV ONLINE,55,1056
15,PUBG: Black Budget,2,950
16,Dead by Daylight,68,879
17,7 Days to Die,16,776
18,Pokémon Legends: Z-A,61,595
19,ELDEN RING NIGHTREIGN,43,557
20,Genshin Impact,45,508
21,Teamfight Tactics,21,491
22,Kirby's Dream Land,1,474
23, SEKIRO: SHADOWS DIE TWICE,3,445
24,World of Tanks,12,430
25,Retro,16,425
26,Splatoon 3,50,385
27,DJs,9,380
28,Eternal Return,6,369
29,Dragon Quest III: The Seeds of Salvation,1,333
30,Minecraft,48,308
31,Tom Clancy's Rainbow Six Siege X,16,299
32,Hearthstone,7,293
33,Monster Hunter Wilds,45,279
34,Art,32,270
35,Delta Force,20,261
36,Hunt: Showdown 1896,9,240
37,Throne and Liberty,5,219
38,ASMR,11,193
39,osu!,8,180
40,Magic: The Gathering,2,178
41,"Warhammer 40,000: Darktide",1,172
42,Battlefield 6,13,168
43,Super Smash Bros. Ultimate,7,166
44,Dragon Ball: The Breakers,3,159
45,"Animals, Aquariums, and Zoos",3,154
46,Mamon King,2,149
47,Diablo IV,9,149
48,Always On,3,142
49,Pokémon Scarlet/Violet,3,139
50,Fortnite,20,135
