rank,name,streamers,viewers
1,The Game Awards,9,21713
2,League of Legends,10,5778
3,Just Chatting,11,1766
4,VALORANT,9,1501
5,Escape from Tarkov,10,1233
6,Overwatch 2,4,1231
7,World of Tanks,1,1043
8,Hearthstone,1,860
9,ARC Raiders,1,792
10,Teamfight Tactics,2,530
11,Apex Legends,3,427
12,Mario Kart World,1,278
13,Street Fighter 6,3,242
14,Eternal Return,1,203
15,ASMR,1,199
16,Dead by Daylight,2,179
17,Retro,2,145
18,Shadowverse: Worlds Beyond,1,145
19,Rust,1,130
20,Dark and Darker,1,129
21,Genshin Impact,2,129
22,Path of Exile 2,1,124
23,IRL,1,123
24,Fatal Fury: City of the Wolves,1,123
25,"Animals, Aquariums, and Zoos",1,111
26,Super Smash Bros. Ultimate,2,111
27,Little Rocket Lab,1,106
28,Marvel Rivals,1,103
29,Winter Burrow,1,98
30,Sir Fallen,1,85
31,Wuthering Waves,1,72
32,ARK: Survival Evolved,1,72
33,FINAL FANTASY X,1,69
34,Escape from Duckov,1,67
35,ELDEN RING NIGHTREIGN,1,60
36,FINAL FANTASY XIV ONLINE,1,59
37,OCTOPATH TRAVELER 0,1,57
38,Always On,1,56
39,The First Descendant,1,54
40,Pokémon Legends: Z-A,1,51
