rank,name,streamers,viewers
1,Mamon King,2,14319
2,Escape from Tarkov,10,4915
3,Path of Exile 2,6,2541
4,Mahou Shoujo no Majo Saiban,1,2147
5,Shadowverse: Worlds Beyond,2,2030
6,League of Legends,7,1490
7,Just Chatting,6,1455
8,Pokémon Legends: Z-A,2,1196
9,PRAGMATA,1,606
10,VALORANT,5,557
11,Street Fighter 6,2,525
12,Suika Game,1,444
13,Factorio,1,424
14,Apex Legends,3,374
15,Grand Theft Auto V,1,267
16,ARC Raiders,3,266
17,Jinro Metropolis,3,263
18,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,231
19,Overwatch 2,3,230
20,ARK: Survival Ascended,2,214
21,ASMR,2,201
22,ELDEN RING NIGHTREIGN,2,191
23,Dark and Darker,2,188
24,Dead by Daylight,2,164
25,Rust,2,162
26,Hearthstone,1,162
27,Music,2,161
28,Marvel Rivals,1,150
29,"Animals, Aquariums, and Zoos",1,120
30,Art,1,119
31,FINAL FANTASY XIV ONLINE,1,113
32,Retro,1,104
33,EA Sports FC 26,1,96
34,Persona 4 Golden,1,89
35,Paper Mario,1,81
36,Ōkami HD,1,74
37,Yakuza 2,1,73
38,INAZUMA ELEVEN: Victory Road,1,73
39,,1,71
40,Always On,1,71
41,PokéPark 2: Wonders Beyond,1,69
42,Resident Evil 4,1,65
43,Black Desert,1,63
44,MapleStory,1,61
45,Wuthering Waves,1,60
46,Teamfight Tactics,1,51
47, SEKIRO: SHADOWS DIE TWICE,1,50
48,Tom Clancy's The Division 2,1,49
49,Genshin Impact,1,48
50,TEKKEN 8,1,45
