rank,name,streamers,viewers
1,Mamon King,2,25234
2,Escape from Tarkov,5,9981
3,Street Fighter 6,6,6790
4,Just Chatting,9,5001
5,ARC Raiders,7,3899
6,Pokémon Legends: Z-A,3,2847
7,VALORANT,10,2408
8,League of Legends,6,2134
9,ASMR,4,1684
10,Apex Legends,5,1519
11,ELDEN RING NIGHTREIGN,1,1344
12,,2,802
13,Overwatch 2,4,789
14,Teamfight Tactics,3,714
15,Hearthstone,2,694
16,Grand Theft Auto V,2,436
17,Detroit: Become Human,1,406
18,Dead by Daylight,3,387
19,Black Desert,2,373
20,ARK: Survival Ascended,2,252
21,Return of the Obra Dinn,1,241
22,Marvel Rivals,2,230
23,Metal Gear Solid 2: Sons of Liberty,1,203
24,"Yes, My Queen",1,196
25,EA Sports FC 26,1,191
26,FINAL FANTASY XIV ONLINE,2,190
27,Palworld,1,173
28,INAZUMA ELEVEN: Victory Road,1,169
29,FINAL FANTASY VIII Remastered,1,169
30,Eternal Return,1,157
31,"Animals, Aquariums, and Zoos",1,144
32,Jinro Metropolis,1,123
33,Rust,1,122
34,Retro,1,118
35,Art,1,116
36,PUBG: BATTLEGROUNDS,1,106
37,Cities: Skylines II,1,105
38,Animal Crossing: New Horizons,1,82
