rank,name,streamers,viewers
1,Grand Theft Auto V,162,109822
2,League of Legends,155,40289
3,Yakuza Kiwami 2,3,32017
4,Street Fighter 6,100,14169
5,VALORANT,193,13644
6,Apex Legends,272,8200
7,Dragon Quest Monsters: Terry no Wonderland SP,1,7923
8,Just Chatting,185,7106
9,Clubhouse Games: 51 Worldwide Classics,1,4745
10,Rhythm Doctor,2,4693
11,Dead by Daylight,78,4135
12,Platform 6 Online,2,2702
13,Escape from Tarkov,91,2280
14,Overwatch 2,108,2152
15,Arknights: Endfield,1,1608
16,Teamfight Tactics,15,1589
17,ELDEN RING NIGHTREIGN,42,1209
18,Black Desert,8,1186
19,Minecraft,53,1121
20,Shadowverse: Worlds Beyond,13,1043
21,Agreeee,3,919
22,Amagami,1,892
23,FINAL FANTASY XIV ONLINE,65,875
24,Blue Protocol: Star Resonance,41,750
25,Path of Exile 2,10,724
26,Chocobo no Fushigi na Dungeon,1,642
27,Monster Hunter Wilds,73,639
28,Dark and Darker,7,587
29,ARC Raiders,43,578
30,Pokémon Legends: Z-A,17,564
31,World of Warships,5,490
32,Retro,9,471
33,Art,26,408
34,Mamon King,4,362
35,Super Smash Bros. Ultimate,5,350
36,Fortnite,24,331
37,World of Tanks,10,291
38,Music,9,275
39,Delta Force,11,257
40,Hearthstone,4,256
41,Zenless Zone Zero,12,248
42,Japan Stigmatized Property,15,246
43,R.E.P.O.,23,239
44,Mahjong Soul,20,238
45,Honkai: Star Rail,3,233
46,Tom Clancy's Rainbow Six Siege X,17,233
47,SILENT HILL ƒ,11,230
48,Jinro Metropolis,5,203
49,Special Events,4,200
50,Genshin Impact,15,199
