rank,name,streamers,viewers
1,Dragon Quest Monsters: Terry no Wonderland SP,1,9077
2,League of Legends,92,8057
3,VALORANT,258,4667
4,Just Chatting,98,4578
5,Street Fighter 6,73,4224
6,Apex Legends,356,4008
7,Teamfight Tactics,33,3736
8,Escape from Tarkov,143,3338
9,Persona 5 Royal,4,2683
10,My Card Is Better Than Your Card!,1,2335
11,Sonic Racing: CrossWorlds,2,2200
12,PGA TOUR 2K25,1,1412
13,Overwatch 2,102,1393
14,ARC Raiders,102,1070
15,FINAL FANTASY XIV ONLINE,58,946
16,Blue Protocol: Star Resonance,41,671
17,Dead by Daylight,74,646
18,Special Events,4,547
19,Monster Hunter Wilds,99,517
20,Black Desert,13,512
21,ASMR,15,504
22,Path of Exile 2,24,465
23,Hearthstone,3,421
24,Retro,7,418
25,Dark and Darker,8,342
26,IRL,6,262
27,Jinro Metropolis,2,244
28,Mario Kart World,3,219
29,Dragon Quest I & II HD-2D Remake,13,217
30,Animal Crossing: New Horizons,4,199
31,World of Tanks,11,198
32,Shadowverse: Worlds Beyond,6,189
33,Umamusume: Pretty Derby,2,187
34,Fortnite,35,177
35,"Animals, Aquariums, and Zoos",4,171
36,Honkai: Star Rail,13,164
37,Marvel Rivals,8,153
38,Diablo IV,6,152
39,DARK SOULS III,4,150
40,Genshin Impact,28,147
41,Stardew Valley,2,145
42,Always On,4,140
43,Grand Theft Auto V,26,137
44,GeoGuessr,1,132
45,ELDEN RING NIGHTREIGN,30,124
46,The Legend of Zelda: The Wind Waker,3,121
47,Splatoon 3,13,120
48,FINAL FANTASY VIII,1,120
49,ARK: Survival Ascended,13,119
50,World of Warships,5,112
