rank,name,streamers,viewers
1,League of Legends,128,49705
2,Grand Theft Auto V,63,26517
3,Just Chatting,121,21324
4,VALORANT,249,12410
5,Street Fighter 6,95,6625
6,Dragon Quest Monsters: Terry no Wonderland SP,1,5504
7,ARC Raiders,82,2816
8,Overwatch 2,110,2244
9,Apex Legends,286,2191
10,Teamfight Tactics,29,1881
11,Escape from Tarkov,144,1803
12,MapleStory,3,1645
13,Agreeee,1,1534
14,Where Winds Meet,1,1161
15,ROBLOX,2,1026
16,Blue Protocol: Star Resonance,63,868
17,Dead by Daylight,88,857
18,Black Desert,12,818
19,Dark and Darker,10,608
20,Art,34,549
21,Monster Hunter Wilds,102,443
22,Mamon King,9,404
23,FINAL FANTASY XIV ONLINE,34,384
24,Path of Exile 2,24,380
25,ELDEN RING NIGHTREIGN,37,355
26,Rust,7,283
27,World of Tanks,5,264
28,Minecraft,29,257
29,Super Smash Bros. Ultimate,7,238
30,Shadowverse: Worlds Beyond,10,238
31,Hearthstone,3,208
32,Fortnite,38,208
33,"Animals, Aquariums, and Zoos",6,201
34,#COMPASS,2,190
35,Marvel Rivals,20,180
36,Genshin Impact,25,174
37,Jinro Metropolis,3,171
38,Zenless Zone Zero,14,150
39,Kirby Air Riders,5,136
40,Always On,4,133
41,Talk Shows & Podcasts,1,130
42,Music,13,124
43,7 Days to Die,13,118
44,Tom Clancy's Rainbow Six Siege X,11,117
45,DJs,1,116
46,Yakuza 0,1,115
47,Animal Crossing: New Horizons,4,113
48,Retro,9,113
49,Call of Duty: Black Ops 7,7,111
50,Resident Evil 3: Nemesis,1,104
