rank,name,streamers,viewers
1,Street Fighter 6,313,66130
2,Just Chatting,103,20770
3,Call of Duty: Black Ops 7,13,4043
4,Teamfight Tactics,31,4001
5,Escape from Tarkov,141,3453
6,ARC Raiders,92,2909
7,League of Legends,75,2797
8,Apex Legends,310,2320
9,VALORANT,221,1761
10,Overwatch 2,82,1308
11,FINAL FANTASY XIV ONLINE,68,1149
12,Hearthstone,4,956
13,Special Events,4,924
14,Blue Protocol: Star Resonance,55,813
15,Genshin Impact,23,744
16,Monster Hunter Wilds,105,627
17,Path of Exile 2,21,615
18,7 Days to Die,15,525
19,Dead by Daylight,55,521
20,Black Desert,19,460
21,IRL,5,410
22,Rust,20,374
23,Dark and Darker,10,370
24,Amagami,16,367
25,Art,19,355
26,FINAL FANTASY X,2,324
27,SILENT HILL ƒ,5,303
28,ELDEN RING NIGHTREIGN,43,294
29,"Animals, Aquariums, and Zoos",4,288
30,Elin,4,278
31,Super Smash Bros. Ultimate,2,231
32,I'm on Observation Duty 8,1,207
33,Retro,10,206
34,Fortnite,35,200
35,VRChat,11,186
36,Pokémon Legends: Z-A,26,178
37,Dragon Quest I & II HD-2D Remake,9,169
38,Strinova,8,152
39,Always On,3,151
40,Tom Clancy's The Division 2,8,147
41,Dark Souls: Remastered,2,143
42,Grand Theft Auto V,23,135
43,Kemono Teatime,1,130
44,Dragon Quest Builders 2,2,124
45,Zenless Zone Zero,9,121
46,Splatoon 3,19,119
47,World of Warships,3,117
48,Manor Lords,1,111
49,Minecraft,23,109
50,ARK: Survival Ascended,15,108
