rank,name,streamers,viewers
1,Escape from Tarkov,78,2744
2,ARC Raiders,48,2409
3,Mamon King,2,2403
4,League of Legends,43,2304
5,Just Chatting,54,2025
6,VALORANT,72,1217
7,Apex Legends,156,1093
8,Clair Obscur: Expedition 33,1,972
9,ASMR,17,869
10,Overwatch 2,41,615
11,Teamfight Tactics,12,580
12,FINAL FANTASY XIV ONLINE,36,524
13,Hearthstone,5,475
14,Music,4,366
15,Monster Hunter Wilds,40,346
16,Raft,3,328
17,SUPER GHOULS'N GHOSTS,3,286
18,Genshin Impact,22,264
19,Street Fighter 6,20,231
20,DigDigDrill,1,223
21,"Animals, Aquariums, and Zoos",4,211
22,Dead by Daylight,13,208
23,IRL,2,181
24,Always On,4,158
25,Art,11,152
26,Retro,4,151
27,Shadowverse: Worlds Beyond,5,145
28,Tom Clancy's The Division 2,4,131
29,ELDEN RING NIGHTREIGN,6,120
30,Path of Exile 2,9,116
31,Kirby Air Riders,3,111
32,FINAL FANTASY VIII Remastered,1,105
33,Fortnite,16,80
34,Special Events,1,78
35,Sir Fallen,1,72
36,Linda³ Kanzenban,1,72
37,Black Desert,2,71
38,Minecraft,15,57
39,"Papers, Please",1,53
40,Rust,6,48
41,Marvel Rivals,6,48
42,Once Human,4,48
43,Dragon Quest III: The Seeds of Salvation,1,38
44,Delta Force,3,37
45,Games + Demos,4,36
46,PRAGMATA,1,34
47,Splatoon 3,7,33
48,Animal Crossing: New Horizons,2,33
49,OCTOPATH TRAVELER 0,2,31
50,7 Days to Die,4,29
